territorio,usuario,total_tweets,tweets_salud_mental,proporcion_salud_mental,clasificacion_usuario
Chile,USER_e66f1b310d,25,0,0.0,control
Chile,USER_4df99df26e,25,0,0.0,control
Chile,USER_6fcf519a92,25,0,0.0,control
Chile,USER_8f351700e4,25,0,0.0,control
Chile,USER_24a091b720,25,3,0.12,seleccionado
Chile,USER_64ebcb1554,25,0,0.0,control
Chile,USER_f07ab72d3f,25,0,0.0,control
Chile,USER_6e3e64a1f1,19,1,0.053,control
Chile,USER_8b1a4e7e0e,25,1,0.04,control
Chile,USER_c8ea4df522,25,0,0.0,control
Chile,USER_7b43ffe4f2,25,4,0.16,seleccionado
Chile,USER_14b2a1d77a,25,0,0.0,control
Chile,USER_adb317d642,7,0,0.0,control
Chile,USER_edaf91a335,25,0,0.0,control
Chile,USER_d8c8e92e9f,25,0,0.0,control
Chile,USER_6964598a2c,25,0,0.0,control
Chile,USER_b32a003da8,25,8,0.32,seleccionado
Chile,USER_83959a640a,25,0,0.0,control
Chile,USER_c995822737,25,0,0.0,control
Chile,USER_77bda42e29,25,0,0.0,control
Chile,USER_5046ef8447,25,0,0.0,control
Chile,USER_1676e8b49f,25,0,0.0,control
Chile,USER_ce7b49d0a1,25,0,0.0,control
Chile,USER_7b4da25985,25,0,0.0,control
Chile,USER_455c5013ff,25,0,0.0,control
Chile,USER_02264ca992,25,0,0.0,control
Chile,USER_c7bc292dbf,25,0,0.0,control
Chile,USER_f7283cf79a,25,0,0.0,control
Chile,USER_5e747ccee5,25,0,0.0,control
Chile,USER_d1672f21f8,25,1,0.04,control
Chile,USER_eb845242d2,25,0,0.0,control
Chile,USER_e3ac9c3c67,25,0,0.0,control
Chile,USER_cf829d46f6,25,0,0.0,control
Chile,USER_5c45c0abdc,25,0,0.0,control
Chile,USER_9a437a7bfb,25,1,0.04,control
Chile,USER_62d6544929,12,0,0.0,control
Chile,USER_2fd067f290,25,0,0.0,control
Chile,USER_805e96d45e,25,0,0.0,control
Chile,USER_e340fa26e4,23,0,0.0,control
Chile,USER_64c7438460,25,1,0.04,control
Chile,USER_6bf469c83b,25,0,0.0,control
Chile,USER_b683eb88ad,25,2,0.08,control
Chile,USER_5d2be10ce0,25,0,0.0,control
Chile,USER_f9cab45c5d,25,0,0.0,control
Chile,USER_6417a211e8,25,0,0.0,control
Chile,USER_ff30607903,25,0,0.0,control
Chile,USER_4219516272,25,1,0.04,control
Chile,USER_e974d700ed,25,0,0.0,control
