territorio,usuario,total_tweets,tweets_salud_mental,proporcion_salud_mental,clasificacion_usuario
Colombia,USER_b32831c44f,25,0,0.0,control
Colombia,USER_5311eba69e,25,1,0.04,control
Colombia,USER_71961f9dca,25,1,0.04,control
Colombia,USER_aa3ebd572f,25,0,0.0,control
Colombia,USER_9122864e8b,25,0,0.0,control
Colombia,USER_ef5ad85f76,25,0,0.0,control
Colombia,USER_8d5f469854,25,0,0.0,control
Colombia,USER_56a609077e,25,2,0.08,control
Colombia,USER_dc29986691,9,0,0.0,control
Colombia,USER_d060ea1b0f,25,0,0.0,control
Colombia,USER_e78d127a44,25,1,0.04,control
Colombia,USER_c8266ca42f,22,2,0.091,control
Colombia,USER_c80b1168f7,22,0,0.0,control
Colombia,USER_b58cf6cc73,25,0,0.0,control
Colombia,USER_943a2f2a08,25,0,0.0,control
Colombia,USER_ab92646a58,25,0,0.0,control
Colombia,USER_c4509bc0b4,25,0,0.0,control
Colombia,USER_9c4428a751,25,1,0.04,control
Colombia,USER_e3c20aa4be,25,3,0.12,seleccionado
Colombia,USER_c3127f02f1,25,0,0.0,control
Colombia,USER_1d5de6e859,25,0,0.0,control
Colombia,USER_023540039b,25,0,0.0,control
Colombia,USER_dfec5b018e,25,0,0.0,control
Colombia,USER_7884cc2e6c,25,0,0.0,control
Colombia,USER_0bf3fe91ff,25,0,0.0,control
Colombia,USER_2e0dbe3eae,25,0,0.0,control
Colombia,USER_08bd6615aa,25,0,0.0,control
Colombia,USER_997263cf51,25,2,0.08,control
Colombia,USER_43023c7877,25,1,0.04,control
Colombia,USER_b58f1622e4,25,0,0.0,control
Colombia,USER_f7491fdfd2,25,0,0.0,control
Colombia,USER_d84db9272a,25,0,0.0,control
Colombia,USER_0426d44478,25,3,0.12,seleccionado
Colombia,USER_54180213d6,25,0,0.0,control
Colombia,USER_dbf8d45c4b,25,1,0.04,control
Colombia,USER_9767633d37,25,0,0.0,control
Colombia,USER_e4ac00b2b3,25,1,0.04,control
Colombia,USER_7098147379,25,1,0.04,control
Colombia,USER_f4822588b6,25,0,0.0,control
Colombia,USER_ae6546c023,25,0,0.0,control
Colombia,USER_1dca1155df,25,0,0.0,control
Colombia,USER_9dc718f313,25,1,0.04,control
Colombia,USER_0fa46bfe2c,25,0,0.0,control
Colombia,USER_550bb38420,25,0,0.0,control
Colombia,USER_c5c5e06b37,25,0,0.0,control
Colombia,USER_9395fe8da0,25,0,0.0,control
Colombia,USER_68ba0c5342,25,1,0.04,control
Colombia,USER_913910c9b8,25,0,0.0,control
Colombia,USER_cde111922e,25,0,0.0,control
Colombia,USER_d5794efa05,25,1,0.04,control
Colombia,USER_5026f82bd5,25,0,0.0,control
Colombia,USER_eaa1f24386,25,0,0.0,control
Colombia,USER_30b4934298,25,0,0.0,control
Colombia,USER_d22432b408,25,0,0.0,control
Colombia,USER_8c161fdaff,25,0,0.0,control
Colombia,USER_80b9d2837d,25,0,0.0,control
Colombia,USER_97c1a13d01,25,1,0.04,control
Colombia,USER_e21afb4364,25,0,0.0,control
Colombia,USER_57d922504a,25,0,0.0,control
Colombia,USER_1e64469975,25,1,0.04,control
Colombia,USER_5780571b47,25,0,0.0,control
Colombia,USER_b7b15ffc79,25,0,0.0,control
Colombia,USER_1b5bfbf683,25,0,0.0,control
Colombia,USER_3dd21dc73a,25,1,0.04,control
Colombia,USER_268c66e774,25,0,0.0,control
Colombia,USER_a84c85c989,25,1,0.04,control
Colombia,USER_e003973623,25,0,0.0,control
Colombia,USER_e42a6dcbf1,25,0,0.0,control
Colombia,USER_05aaa61bf9,25,2,0.08,control
Colombia,USER_50ec8efe00,25,1,0.04,control
Colombia,USER_04d6f30818,25,0,0.0,control
Colombia,USER_edd9dd78b9,25,0,0.0,control
Colombia,USER_7e3cbf807c,25,1,0.04,control
Colombia,USER_bfaec8a279,25,0,0.0,control
Colombia,USER_8af4898e74,25,0,0.0,control
Colombia,USER_9d72d7789a,25,0,0.0,control
Colombia,USER_c44b1f50e4,25,3,0.12,seleccionado
Colombia,USER_9218ceca8f,25,1,0.04,control
Colombia,USER_c54e0694b9,25,0,0.0,control
Colombia,USER_154071cc7e,25,0,0.0,control
Colombia,USER_2756fa02eb,25,0,0.0,control
Colombia,USER_59dbd0d507,25,1,0.04,control
Colombia,USER_9c816888f0,25,3,0.12,seleccionado
Colombia,USER_90b047b511,25,0,0.0,control
Colombia,USER_b3328c97b1,25,1,0.04,control
Colombia,USER_4529d4b740,25,3,0.12,seleccionado
Colombia,USER_2e2ef5169e,25,2,0.08,control
Colombia,USER_4389f69226,25,0,0.0,control
Colombia,USER_819bb2816b,25,1,0.04,control
Colombia,USER_6a53723521,25,0,0.0,control
Colombia,USER_654bd5ba10,25,0,0.0,control
Colombia,USER_97720619b3,25,1,0.04,control
Colombia,USER_328b8883d6,25,1,0.04,control
Colombia,USER_493137e6de,25,2,0.08,control
Colombia,USER_0039ca1299,25,1,0.04,control
Colombia,USER_add70aade6,25,1,0.04,control
Colombia,USER_3cd2e8c772,25,1,0.04,control
Colombia,USER_b8597f1548,25,0,0.0,control
Colombia,USER_b75bf49a5e,25,1,0.04,control
Colombia,USER_47ace5c9c4,25,3,0.12,seleccionado
Colombia,USER_511ee18719,25,0,0.0,control
Colombia,USER_fddcf6d573,25,1,0.04,control
Colombia,USER_f34bdacda3,25,0,0.0,control
Colombia,USER_b21da4211b,25,1,0.04,control
Colombia,USER_b8ccd13d36,25,0,0.0,control
Colombia,USER_01aff47792,25,2,0.08,control
Colombia,USER_568a736d95,25,1,0.04,control
Colombia,USER_7bdd7a3236,25,5,0.2,seleccionado
Colombia,USER_d4ed07b80a,25,1,0.04,control
Colombia,USER_45abb45fa2,25,0,0.0,control
Colombia,USER_73a2177782,25,0,0.0,control
Colombia,USER_2784cca2ac,25,0,0.0,control
Colombia,USER_6779dbeb3b,25,0,0.0,control
Colombia,USER_56e888d441,25,0,0.0,control
Colombia,USER_4774235364,25,1,0.04,control
Colombia,USER_ed856b8e9b,5,1,0.2,control
Colombia,USER_3d3beda405,25,1,0.04,control
Colombia,USER_cbf0b48db7,25,1,0.04,control
Colombia,USER_20f150e27c,25,1,0.04,control
Colombia,USER_0220cdb940,25,1,0.04,control
Colombia,USER_f2e6585b76,25,0,0.0,control
Colombia,USER_49f34cfc1b,25,1,0.04,control
Colombia,USER_2413bf3812,25,4,0.16,seleccionado
Colombia,USER_3bb0a81d36,25,1,0.04,control
Colombia,USER_df394d165b,25,1,0.04,control
Colombia,USER_2a32e66efc,25,0,0.0,control
Colombia,USER_ed9717192a,25,0,0.0,control
Colombia,USER_13f672231c,25,1,0.04,control
Colombia,USER_29aabdc642,25,0,0.0,control
Colombia,USER_f419d2002d,25,2,0.08,control
Colombia,USER_1f5b3cb78a,25,2,0.08,control
Colombia,USER_f04fc5c5cd,25,2,0.08,control
Colombia,USER_ee3c6f69b5,25,0,0.0,control
Colombia,USER_72cf8a2eac,25,1,0.04,control
Colombia,USER_b2bd3b9328,25,1,0.04,control
Colombia,USER_ff170c102f,25,1,0.04,control
Colombia,USER_392000f375,25,0,0.0,control
Colombia,USER_1d0c779237,25,0,0.0,control
Colombia,USER_09a5be03f1,25,0,0.0,control
Colombia,USER_77e0234d9a,25,4,0.16,seleccionado
Colombia,USER_c271b6f38a,25,2,0.08,control
Colombia,USER_8dbcc6ade2,25,0,0.0,control
Colombia,USER_e4bedfdda9,25,1,0.04,control
Colombia,USER_c02dda760f,25,1,0.04,control
Colombia,USER_d6e51efb7a,25,0,0.0,control
Colombia,USER_16b7534d4c,25,4,0.16,seleccionado
Colombia,USER_fd887a05a1,24,1,0.042,control
Colombia,USER_9a35652ab9,25,0,0.0,control
Colombia,USER_7db28ae99b,25,0,0.0,control
Colombia,USER_ec871dc542,25,1,0.04,control
Colombia,USER_472ebe2776,25,0,0.0,control
Colombia,USER_637bed9efc,25,4,0.16,seleccionado
Colombia,USER_885753b190,25,0,0.0,control
Colombia,USER_7d6c9500f5,25,0,0.0,control
Colombia,USER_316a4ee879,25,0,0.0,control
Colombia,USER_75329ba150,25,0,0.0,control
Colombia,USER_bb8e0e3c23,25,1,0.04,control
Colombia,USER_68ed26c9b8,25,1,0.04,control
Colombia,USER_89915b2ff8,25,0,0.0,control
Colombia,USER_5dfaa2e3f7,25,0,0.0,control
Colombia,USER_9555b84d4a,25,1,0.04,control
Colombia,USER_0d090a2c27,25,4,0.16,seleccionado
Colombia,USER_999f6ab8e1,25,0,0.0,control
Colombia,USER_f15b50eca7,25,0,0.0,control
Colombia,USER_588464b8d3,25,0,0.0,control
Colombia,USER_a148871671,25,0,0.0,control
Colombia,USER_42d2ab315f,25,4,0.16,seleccionado
Colombia,USER_c83f28df34,25,0,0.0,control
Colombia,USER_818689e7f8,25,0,0.0,control
Colombia,USER_1127334bac,25,5,0.2,seleccionado
Colombia,USER_5d563f45c5,25,7,0.28,seleccionado
Colombia,USER_39875cad5d,25,4,0.16,seleccionado
Colombia,USER_97fe6c4d61,25,0,0.0,control
Colombia,USER_20c4b3cabc,25,0,0.0,control
Colombia,USER_d9253abb73,25,3,0.12,seleccionado
Colombia,USER_88e881b29d,25,1,0.04,control
Colombia,USER_b3cfc08ebc,25,0,0.0,control
Colombia,USER_bb15aebb29,25,2,0.08,control
Colombia,USER_29a166fa58,25,0,0.0,control
Colombia,USER_05ae06c3cc,25,1,0.04,control
Colombia,USER_862501cbc5,25,0,0.0,control
Colombia,USER_9e6ce39504,25,1,0.04,control
Colombia,USER_ed386044ec,25,3,0.12,seleccionado
Colombia,USER_59e3de9c16,25,0,0.0,control
Colombia,USER_45ce5bb8b7,25,0,0.0,control
Colombia,USER_39473ba52d,25,0,0.0,control
Colombia,USER_a9e762be35,25,0,0.0,control
Colombia,USER_8326964cc9,25,0,0.0,control
Colombia,USER_37c0e2816f,9,0,0.0,control
Colombia,USER_967b20cc4f,25,0,0.0,control
Colombia,USER_67d590205d,25,0,0.0,control
Colombia,USER_cf8ff192d5,25,1,0.04,control
Colombia,USER_6b50a4c28f,25,0,0.0,control
Colombia,USER_c311b49d19,25,0,0.0,control
