usuario,total_tweets,tweets_salud_mental,tweets_no_salud_mental,proporcion_salud_mental
USER_791093c37e,4,1,3,0.25
USER_4c3737618c,25,0,25,0.0
USER_ba2fb6f619,16,0,16,0.0
USER_534c8ff4f7,25,0,25,0.0
USER_38029ccb2b,25,0,25,0.0
USER_bfbc32e929,25,0,25,0.0
USER_d0c4eb7b7d,25,0,25,0.0
USER_6f81d5f294,25,0,25,0.0
USER_84a6b7bb73,25,0,25,0.0
USER_6acee7303c,25,0,25,0.0
USER_224f0234d6,25,0,25,0.0
USER_5194678085,25,0,25,0.0
USER_72d327a147,25,1,24,0.04
USER_e90b39d210,25,0,25,0.0
USER_951b878396,25,0,25,0.0
USER_fd84fe26f0,8,1,7,0.125
USER_62ba7885d5,25,0,25,0.0
USER_78ea8aedb9,25,1,24,0.04
USER_181d160f66,25,0,25,0.0
USER_81916efff0,25,0,25,0.0
USER_0f112fbcf0,25,0,25,0.0
USER_54c8c54772,25,0,25,0.0
USER_970a2700f7,25,0,25,0.0
USER_5025da5f63,25,0,25,0.0
USER_c32d0c4bd5,25,0,25,0.0
USER_429a624d3b,25,0,25,0.0
USER_7bc02ed89a,4,0,4,0.0
USER_d4ed8f68a8,25,0,25,0.0
USER_5212585fa1,25,0,25,0.0
USER_2b5abe8795,25,0,25,0.0
USER_f931d2e861,25,1,24,0.04
USER_1e05e1fe01,25,0,25,0.0
USER_a9b986d217,25,0,25,0.0
USER_7ffcc814f8,25,0,25,0.0
USER_778ebb080c,25,0,25,0.0
USER_a6753f863d,25,1,24,0.04
USER_3a1db730fb,25,0,25,0.0
USER_ad81ff2ba8,25,0,25,0.0
USER_475e3c74b4,25,1,24,0.04
USER_ad99daf50a,25,1,24,0.04
USER_d581cf4746,25,0,25,0.0
USER_eea1c8e111,25,0,25,0.0
USER_8267501f7c,25,0,25,0.0
USER_21c54dfefa,25,0,25,0.0
USER_3bf4eeba84,25,0,25,0.0
USER_463d7f25c5,25,0,25,0.0
USER_bf25133359,4,0,4,0.0
USER_c54742c2e5,25,0,25,0.0
USER_f31372e2eb,7,1,6,0.143
USER_55ac008f8e,25,1,24,0.04
USER_44e581d5da,25,2,23,0.08
USER_0a4f04f57b,25,0,25,0.0
USER_e8ed6382f4,25,0,25,0.0
USER_16feeaedc8,25,0,25,0.0
USER_33f0cadfe1,25,1,24,0.04
USER_b25dd6de49,25,0,25,0.0
USER_981f370609,25,0,25,0.0
USER_51026eace9,25,0,25,0.0
USER_edcd1a9a10,25,0,25,0.0
USER_1f05fe156a,25,0,25,0.0
USER_6a665e71ff,25,0,25,0.0
USER_4f0b062aa9,10,0,10,0.0
USER_7830e6042e,25,0,25,0.0
USER_05fc4fba58,25,0,25,0.0
USER_a23a0fd022,25,1,24,0.04
USER_cc9ffc92af,25,0,25,0.0
USER_b7c7d08d52,25,1,24,0.04
USER_95011a47bd,25,2,23,0.08
USER_f15fef7dfe,25,0,25,0.0
USER_67bd097d98,25,0,25,0.0
USER_123fd9fbc9,25,0,25,0.0
USER_786c8782b3,25,0,25,0.0
USER_507cc0bf7f,25,0,25,0.0
USER_703d41bd0c,25,0,25,0.0
USER_01fb351d9e,25,0,25,0.0
USER_e955236329,25,0,25,0.0
USER_9fed56cb1c,25,0,25,0.0
USER_b5e40a2302,25,0,25,0.0
USER_aacf040069,25,0,25,0.0
USER_8f3dd1ef97,25,0,25,0.0
USER_8a7d5cc92b,18,0,18,0.0
USER_1421a4a5b3,25,0,25,0.0
USER_4a05c2d60e,25,0,25,0.0
USER_5f7ab18a56,25,1,24,0.04
USER_5f678f2841,25,0,25,0.0
USER_66df3f7733,1,0,1,0.0
USER_b55cc08080,25,0,25,0.0
USER_92dcd2f35d,25,0,25,0.0
USER_b09ef3f407,25,0,25,0.0
USER_ccae60a180,19,0,19,0.0
USER_f0a1df2e66,25,0,25,0.0
USER_b4b5c2c882,25,1,24,0.04
USER_4baea8ca0d,25,0,25,0.0
USER_546cf8f518,25,0,25,0.0
USER_4886fdba12,25,0,25,0.0
USER_55ccee492d,25,0,25,0.0
