territorio,usuario,total_tweets,tweets_salud_mental,proporcion_salud_mental,clasificacion_usuario
Euskera,USER_a475eeb585,25,0,0.0,control
Euskera,USER_0027cb7e06,25,0,0.0,control
Euskera,USER_cd5b230517,25,0,0.0,control
Euskera,USER_a8b039eb87,25,0,0.0,control
Euskera,USER_f859a6976d,25,0,0.0,control
Euskera,USER_8c0d1e489c,25,0,0.0,control
Euskera,USER_25ad06bc73,25,0,0.0,control
Euskera,USER_9c5585448f,25,0,0.0,control
Euskera,USER_91cf2a7669,25,0,0.0,control
Euskera,USER_83264060b0,25,0,0.0,control
Euskera,USER_fe3259da65,25,0,0.0,control
Euskera,USER_a87f5db774,25,0,0.0,control
Euskera,USER_d0587fbfdb,25,0,0.0,control
Euskera,USER_a1382b4e90,25,0,0.0,control
Euskera,USER_506669fc08,25,0,0.0,control
Euskera,USER_2203c8291c,18,0,0.0,control
Euskera,USER_52436958e9,25,0,0.0,control
Euskera,USER_1bcd9a07b8,25,0,0.0,control
Euskera,USER_6b28cf06f0,25,0,0.0,control
Euskera,USER_36802f8774,25,0,0.0,control
Euskera,USER_206efcd46c,25,0,0.0,control
Euskera,USER_624f5bc230,25,0,0.0,control
Euskera,USER_702378742f,25,0,0.0,control
Euskera,USER_e119072318,25,0,0.0,control
Euskera,USER_d6291be0aa,25,0,0.0,control
Euskera,USER_9f3700eab7,25,0,0.0,control
Euskera,USER_d58504acfd,25,0,0.0,control
Euskera,USER_1744725d11,25,0,0.0,control
Euskera,USER_29c745f863,25,0,0.0,control
Euskera,USER_72c9fdbbd0,25,0,0.0,control
Euskera,USER_72cd17f874,25,0,0.0,control
Euskera,USER_62e5ec0971,25,0,0.0,control
Euskera,USER_eb5daefcd3,25,0,0.0,control
Euskera,USER_6edbfec7b8,25,0,0.0,control
Euskera,USER_5a8e45720b,25,0,0.0,control
Euskera,USER_85413b37c4,25,0,0.0,control
Euskera,USER_47af7d9233,25,0,0.0,control
Euskera,USER_7821d09350,25,0,0.0,control
Euskera,USER_8cd2a29e5d,25,0,0.0,control
Euskera,USER_04c13d83e6,25,1,0.04,control
Euskera,USER_920102c8fd,25,0,0.0,control
Euskera,USER_8573ab447c,25,0,0.0,control
Euskera,USER_8747974ec3,25,0,0.0,control
Euskera,USER_feaac96197,25,0,0.0,control
Euskera,USER_16e3a30776,25,0,0.0,control
Euskera,USER_cdc576f18c,23,1,0.043,control
Euskera,USER_d8f402cfc4,25,0,0.0,control
Euskera,USER_d439135792,25,2,0.08,control
Euskera,USER_c6960584d4,25,0,0.0,control
Euskera,USER_5cf61ee53f,25,0,0.0,control
Euskera,USER_8a5ac392f7,25,0,0.0,control
Euskera,USER_56c50fcf47,25,0,0.0,control
Euskera,USER_f6e10a87b4,25,0,0.0,control
Euskera,USER_5dee32225b,25,0,0.0,control
Euskera,USER_6e022e3fa0,25,0,0.0,control
Euskera,USER_9a3f7e8293,25,0,0.0,control
Euskera,USER_eb78114c03,25,0,0.0,control
Euskera,USER_169ee8a8a6,25,0,0.0,control
Euskera,USER_5a3b747997,25,0,0.0,control
Euskera,USER_0c19b3543b,25,0,0.0,control
Euskera,USER_b604111762,25,1,0.04,control
Euskera,USER_e33faa389e,10,0,0.0,control
Euskera,USER_35c4583676,25,0,0.0,control
Euskera,USER_5737550c3e,25,0,0.0,control
Euskera,USER_191b152a8d,25,0,0.0,control
Euskera,USER_089c8b96b2,25,0,0.0,control
Euskera,USER_cc8c33c28e,25,0,0.0,control
Euskera,USER_ca16a0263f,25,0,0.0,control
Euskera,USER_44a984e559,25,0,0.0,control
Euskera,USER_751effc3d9,25,0,0.0,control
Euskera,USER_13a6afc4c3,25,0,0.0,control
Euskera,USER_8d8567181b,25,0,0.0,control
Euskera,USER_f75d8c647e,4,1,0.25,control
Euskera,USER_6016a42865,25,0,0.0,control
Euskera,USER_ff56be59a1,25,0,0.0,control
Euskera,USER_5a62fdbb96,25,0,0.0,control
Euskera,USER_79ec50d5b8,25,0,0.0,control
Euskera,USER_8f3581ef01,25,0,0.0,control
Euskera,USER_e9bc794e41,25,0,0.0,control
Euskera,USER_1c6b083553,25,1,0.04,control
Euskera,USER_315ca3a8b0,25,0,0.0,control
Euskera,USER_5fced4e1c9,25,0,0.0,control
Euskera,USER_fb24d11196,25,0,0.0,control
Euskera,USER_a278783f3e,25,0,0.0,control
Euskera,USER_745463dd04,25,0,0.0,control
Euskera,USER_47eead28ae,25,3,0.12,seleccionado
Euskera,USER_3ed36811f4,25,1,0.04,control
Euskera,USER_649318253f,25,0,0.0,control
Euskera,USER_318d56cdec,25,0,0.0,control
Euskera,USER_09a84e6a44,25,0,0.0,control
Euskera,USER_1138e8d58c,25,0,0.0,control
Euskera,USER_9910132cfb,25,0,0.0,control
Euskera,USER_04be2a1856,25,0,0.0,control
Euskera,USER_64710a79d7,25,0,0.0,control
Euskera,USER_dd06d4a78f,25,0,0.0,control
Euskera,USER_93859309d3,25,0,0.0,control
Euskera,USER_3f50851112,25,0,0.0,control
Euskera,USER_3fcd0614ca,25,0,0.0,control
Euskera,USER_263b15144d,25,0,0.0,control
Euskera,USER_5b65cb1852,25,0,0.0,control
Euskera,USER_04aad174d2,25,0,0.0,control
Euskera,USER_eb0eeaeaa0,25,0,0.0,control
Euskera,USER_39029dd0df,25,0,0.0,control
