usuario,total_tweets,tweets_salud_mental,tweets_no_salud_mental,proporcion_salud_mental
USER_8db1ff8cd1,25,0,25,0.0
USER_d389e6e1d4,25,0,25,0.0
USER_73017646e5,7,0,7,0.0
USER_09a0ff7dd9,25,0,25,0.0
USER_d0d0fde9ee,25,0,25,0.0
USER_48d0346fae,25,0,25,0.0
USER_8e8e1cc8f2,25,0,25,0.0
USER_2e7b2ba5ab,25,0,25,0.0
USER_e6c0c3c501,25,0,25,0.0
USER_084dae96b5,25,0,25,0.0
USER_23a658de2c,25,0,25,0.0
USER_9ead21a595,25,0,25,0.0
USER_851629266e,25,0,25,0.0
USER_f39b366fed,25,0,25,0.0
USER_1a2363c5d2,25,0,25,0.0
USER_890bbcf931,25,0,25,0.0
USER_4f616324ba,25,0,25,0.0
USER_1dd9b786f7,25,0,25,0.0
USER_8f0e3b505f,25,0,25,0.0
USER_8de64fb074,25,0,25,0.0
USER_a0fccfbfc2,25,0,25,0.0
USER_4131167710,25,0,25,0.0
USER_efd56979c9,25,0,25,0.0
USER_c677edf11e,25,0,25,0.0
USER_1809afef7d,25,0,25,0.0
USER_3626246e1d,25,0,25,0.0
USER_bc70d439c6,25,0,25,0.0
USER_e67f5a505b,25,0,25,0.0
USER_867c943e0f,25,0,25,0.0
USER_cf4a11f2c9,25,0,25,0.0
USER_69b5f4ab96,25,0,25,0.0
USER_267c86f304,25,0,25,0.0
USER_632a44d18b,25,0,25,0.0
USER_f7403bcfd5,25,1,24,0.04
USER_fbd4524373,25,0,25,0.0
USER_5c7f68fff1,25,0,25,0.0
USER_5228a5f5ac,25,0,25,0.0
USER_ac4ee729d1,25,0,25,0.0
USER_bfff7a2e10,25,0,25,0.0
USER_391ac582e5,25,0,25,0.0
USER_48117579da,25,0,25,0.0
USER_94ab68efbc,25,0,25,0.0
USER_9af5d72331,25,0,25,0.0
USER_6f479890e1,25,0,25,0.0
USER_26921cd645,25,0,25,0.0
USER_58f3e2b857,25,0,25,0.0
USER_6e7cdcc0b1,25,0,25,0.0
USER_f325ee6c6f,25,0,25,0.0
USER_2f4d3d6a69,25,0,25,0.0
USER_f7b1d6fe09,25,0,25,0.0
USER_7f15205836,25,0,25,0.0
USER_6468112637,25,0,25,0.0
USER_7350bf2fd9,25,0,25,0.0
USER_bade9e89ef,25,0,25,0.0
USER_e2736cc817,25,0,25,0.0
USER_6cd5f52854,25,0,25,0.0
USER_cfef3d9feb,25,0,25,0.0
USER_ce8db995ad,25,0,25,0.0
USER_70183d68c1,25,0,25,0.0
USER_bfd9bfc977,25,0,25,0.0
USER_9af1b2ec37,25,0,25,0.0
USER_8079e820a0,25,0,25,0.0
USER_1c89f81c4c,25,0,25,0.0
USER_906e00625f,25,0,25,0.0
USER_500baec7f0,25,0,25,0.0
USER_3920ca909e,25,0,25,0.0
USER_c7f74035f0,25,1,24,0.04
USER_fcd482e2bd,25,0,25,0.0
USER_bb46bf9639,25,0,25,0.0
USER_769c8e4685,25,0,25,0.0
USER_dfcff69851,25,0,25,0.0
USER_8e4a28a76e,25,0,25,0.0
USER_69329f351e,25,0,25,0.0
USER_07d4441a17,25,0,25,0.0
USER_68e3fb0a8e,25,0,25,0.0
USER_19a6a0b21c,25,0,25,0.0
USER_9f2301fd7a,25,0,25,0.0
USER_1ce5c65c09,25,0,25,0.0
USER_4616a3f834,25,1,24,0.04
USER_776b043931,25,0,25,0.0
USER_6ce42cde51,25,1,24,0.04
USER_55259a2b19,25,0,25,0.0
USER_b651dc56ed,25,0,25,0.0
USER_4c512104dc,25,2,23,0.08
USER_1b15cded12,25,0,25,0.0
USER_7eb537b728,25,0,25,0.0
USER_4ca7635637,9,0,9,0.0
USER_bd7a1f026d,25,0,25,0.0
USER_62ac55ea60,25,0,25,0.0
USER_e539f7bd77,25,0,25,0.0
USER_7a8f65fd9e,25,0,25,0.0
USER_a348705d3d,25,0,25,0.0
USER_249166f992,25,0,25,0.0
USER_cb3947b91f,25,0,25,0.0
USER_7b790ec67f,25,0,25,0.0
USER_48a50a6085,25,4,21,0.16
USER_049c98b64f,25,0,25,0.0
USER_3a8d21eeb8,25,0,25,0.0
USER_24bba1eb24,20,0,20,0.0
USER_e6d29cdd2e,25,0,25,0.0
USER_522ea18279,25,0,25,0.0
USER_c0dd918180,25,0,25,0.0
USER_7eb61ba3a6,25,0,25,0.0
USER_fa4e38bebd,25,0,25,0.0
USER_1680e9925f,18,0,18,0.0
USER_7c5b2b99c3,25,0,25,0.0
USER_97da7ea1ae,1,0,1,0.0
USER_80f533ae92,25,0,25,0.0
USER_a475eeb585,25,0,25,0.0
USER_0027cb7e06,25,0,25,0.0
USER_cd5b230517,25,0,25,0.0
USER_a8b039eb87,25,0,25,0.0
USER_f859a6976d,25,0,25,0.0
USER_8c0d1e489c,25,0,25,0.0
USER_25ad06bc73,25,0,25,0.0
USER_9c5585448f,25,0,25,0.0
USER_91cf2a7669,25,0,25,0.0
USER_83264060b0,25,0,25,0.0
USER_fe3259da65,25,0,25,0.0
USER_a87f5db774,25,0,25,0.0
USER_d0587fbfdb,25,0,25,0.0
USER_a1382b4e90,25,0,25,0.0
USER_506669fc08,25,0,25,0.0
USER_2203c8291c,18,0,18,0.0
USER_52436958e9,25,0,25,0.0
USER_1bcd9a07b8,25,0,25,0.0
USER_6b28cf06f0,25,0,25,0.0
USER_36802f8774,25,0,25,0.0
USER_206efcd46c,25,0,25,0.0
USER_624f5bc230,25,0,25,0.0
USER_702378742f,25,0,25,0.0
USER_e119072318,25,0,25,0.0
USER_d6291be0aa,25,0,25,0.0
USER_9f3700eab7,25,0,25,0.0
USER_d58504acfd,25,0,25,0.0
USER_1744725d11,25,0,25,0.0
USER_29c745f863,25,0,25,0.0
USER_72c9fdbbd0,25,0,25,0.0
USER_72cd17f874,25,0,25,0.0
USER_62e5ec0971,25,0,25,0.0
USER_eb5daefcd3,25,0,25,0.0
USER_6edbfec7b8,25,0,25,0.0
USER_5a8e45720b,25,0,25,0.0
USER_85413b37c4,25,0,25,0.0
USER_47af7d9233,25,0,25,0.0
USER_7821d09350,25,0,25,0.0
USER_8cd2a29e5d,25,0,25,0.0
USER_04c13d83e6,25,1,24,0.04
USER_920102c8fd,25,0,25,0.0
USER_8573ab447c,25,0,25,0.0
USER_8747974ec3,25,0,25,0.0
USER_feaac96197,25,0,25,0.0
USER_16e3a30776,25,0,25,0.0
USER_cdc576f18c,23,1,22,0.043
USER_d8f402cfc4,25,0,25,0.0
USER_d439135792,25,2,23,0.08
USER_c6960584d4,25,0,25,0.0
USER_5cf61ee53f,25,0,25,0.0
USER_8a5ac392f7,25,0,25,0.0
USER_56c50fcf47,25,0,25,0.0
USER_f6e10a87b4,25,0,25,0.0
USER_5dee32225b,25,0,25,0.0
USER_6e022e3fa0,25,0,25,0.0
USER_9a3f7e8293,25,0,25,0.0
USER_eb78114c03,25,0,25,0.0
USER_169ee8a8a6,25,0,25,0.0
USER_5a3b747997,25,0,25,0.0
USER_0c19b3543b,25,0,25,0.0
USER_b604111762,25,1,24,0.04
USER_e33faa389e,10,0,10,0.0
USER_35c4583676,25,0,25,0.0
USER_5737550c3e,25,0,25,0.0
USER_191b152a8d,25,0,25,0.0
USER_089c8b96b2,25,0,25,0.0
USER_cc8c33c28e,25,0,25,0.0
USER_ca16a0263f,25,0,25,0.0
USER_44a984e559,25,0,25,0.0
USER_751effc3d9,25,0,25,0.0
USER_13a6afc4c3,25,0,25,0.0
USER_8d8567181b,25,0,25,0.0
USER_f75d8c647e,4,1,3,0.25
USER_6016a42865,25,0,25,0.0
USER_ff56be59a1,25,0,25,0.0
USER_5a62fdbb96,25,0,25,0.0
USER_79ec50d5b8,25,0,25,0.0
USER_8f3581ef01,25,0,25,0.0
USER_e9bc794e41,25,0,25,0.0
USER_1c6b083553,25,1,24,0.04
USER_315ca3a8b0,25,0,25,0.0
USER_5fced4e1c9,25,0,25,0.0
USER_fb24d11196,25,0,25,0.0
USER_a278783f3e,25,0,25,0.0
USER_745463dd04,25,0,25,0.0
USER_47eead28ae,25,3,22,0.12
USER_3ed36811f4,25,1,24,0.04
USER_649318253f,25,0,25,0.0
USER_318d56cdec,25,0,25,0.0
USER_09a84e6a44,25,0,25,0.0
USER_1138e8d58c,25,0,25,0.0
USER_9910132cfb,25,0,25,0.0
USER_04be2a1856,25,0,25,0.0
USER_64710a79d7,25,0,25,0.0
USER_dd06d4a78f,25,0,25,0.0
USER_93859309d3,25,0,25,0.0
USER_3f50851112,25,0,25,0.0
USER_3fcd0614ca,25,0,25,0.0
USER_263b15144d,25,0,25,0.0
USER_5b65cb1852,25,0,25,0.0
USER_04aad174d2,25,0,25,0.0
USER_eb0eeaeaa0,25,0,25,0.0
USER_39029dd0df,25,0,25,0.0
