territorio,usuario,tweet,microtema
Argentina,USER_33daf89b57,"{{PERSON}} or near-syncope is a not uncommon effect of gravitational or other stresses and it occurs when cerebral blood flow falls to below about half the normal value. It is not necessarily abnormal, and individuals who are usually asymptomatic show the same reaction if a stress is sufficiently great to result in hypotension. Blood pressure is regulated mainly by baroreceptor reflexes by their control of vascular resistance and heart rate. The ability to vasoconstrict powerfully is important in resisting syncope; heart rate responses are of much less physiological significance.

{{PERSON}}, {{PERSON}} of syncope. Clin Auton Res 14 (Suppl 1), i18–i24 ({{NUMBER}}).

{{URL}}",Síncope
Argentina,USER_33daf89b57,"Tradicionalmente se recomendaba esperar alrededor de dos horas después de comer para  bañarse para así evitar un “corte de digestión”. 
Este término se refiere a la interrupción del proceso digestivo y puede ocurrir tanto en el agua como fuera de ella, pero en realidad lo que debemos evitar es el choque térmico que tiene que ver con la circulación sanguínea y que se denomina correctamente síncope por {{PERSON}}. 
Para prevenirlo, se recomienda la aclimatación gradual a la temperatura del agua, mantener una hidratación adecuada, evitar comidas copiosas y la exposición excesiva al calor, así como prestar atención a cualquier señal de malestar, mareo o debilidad.

de {{USER_MENTION}} 
{{URL}}",Mitos de salud
Argentina,USER_33daf89b57,"Todos los niños y adolescentes deben recibir la vacuna para gripe cada año.

Pediatric Influenza Vaccination Efficacy
{{USER_MENTION}} 

{{URL}}",Vacunación infantil
Argentina,USER_33daf89b57,"La producción industrial de alimentos (ultraprocesamiento) altera la estructura natural de los alimentos, introduce ingredientes modificados y aditivos, y se ha planteado la hipótesis de que crea productos perjudiciales para la salud independientemente de su perfil nutricion.

Alimentos ultraprocesados y obesidad: Interpretando la evidencia
desde {{USER_MENTION}} de {{USER_MENTION}} 
Ultraprocessed foods and obesity: Interpreting the evidence

{{URL}}",Alimentos ultraprocesados
Argentina,USER_33daf89b57,"In this large study of children and adolescents based on data from routine clinical practice, {{PERSON}} adverse events. In aggregation with other robust observational studies, these results can inform the management of asthma and allergic rhinitis in this patient group.

de {{USER_MENTION}}
{{LOCATION}}
{{URL}}",Salud infantil
Argentina,USER_bc1f1d75c7,suerte,Contenido no interpretable
Argentina,USER_bc1f1d75c7,RT {{USER_MENTION}}: si te gusta este clima sos un hijo d re mil puta,Queja climática
Argentina,USER_bc1f1d75c7,lo malo de no tener papá pero si dos personas que cumplieron ese rol es que tengo que comprar dos regalos,Relaciones familiares
Argentina,USER_bc1f1d75c7,yo no tengo tatuado memento mori al pedo,Filosofía de vida
Argentina,USER_bc1f1d75c7,RT {{USER_MENTION}}: porfa {{URL}},Contenido no interpretable
Argentina,USER_bc1f1d75c7,RT {{USER_MENTION}}: siempre me las mando si alguien sabe de algun varon que se aguante todas mis maldades me avisan {{URL}},Relaciones personales
Argentina,USER_bc1f1d75c7,que la sangre siga corriendo,Contenido no interpretable
Argentina,USER_bc1f1d75c7,"RT {{USER_MENTION}}: Perdóname mi amor, no puedo estar sin tí, eres como un vicio para mí",Relaciones de pareja
Argentina,USER_bc1f1d75c7,nosotros nos debemos un fernet,Planes sociales
Argentina,USER_bc1f1d75c7,RT {{USER_MENTION}}: que nadie me pregunte cuantos cafés con leche me tomo por día,Hábitos diarios
Argentina,USER_bc1f1d75c7,mi hermano me rompe el cora,Relaciones familiares
Argentina,USER_bc1f1d75c7,"{{PERSON}} ya fue verano, me cansé de marearme cuando me levanto",Queja climática
Argentina,USER_bc1f1d75c7,como me estresa el tren de {{LOCATION}} hasta {{LOCATION}},Transporte
Argentina,USER_bc1f1d75c7,"{{LOCATION}}, si ves esto, y si dejo la facultad y me mantenes?",Estudios y economía
Argentina,USER_bc1f1d75c7,{{LOCATION}} y volvió a salir mal,Contenido no interpretable
Argentina,USER_bc1f1d75c7,"si pudiera te daría todo lo que tengo, porque no tengo más que a vos",Relaciones de pareja
Argentina,USER_bc1f1d75c7,"vi en ig una remera rota que estaba buena y entre pensando que iba a estar 200p, cuando me fijo estaba a NOVECIENTOS PESOS deja, me pongo a cortar yo la ropa",Compras de ropa
Argentina,USER_bc1f1d75c7,"como odio pensar tanto las cosas, y más a esta hora",Frustración personal
Argentina,USER_bc1f1d75c7,"estoy acostumbrada a soñar cosas sin sentido, pero soñar que le pongo a lavar la ropa al chabon que me gusta me parece demasiado",Sueños
Argentina,USER_bc1f1d75c7,"que onda la gente que no discute y te da la razón para volver a hablar normal? dale forro, ya sé que tengo razón pero pelea",Dinámicas sociales
Argentina,USER_bc1f1d75c7,"me empecé a hablar con un flaco, y me contó que se mudó a otra provincia por la novia, dejando todo y a los 3 meses la encontró cojiendose a otro. 
Después me preguntan porque soy tan insegura y fría",Decepción amorosa
Argentina,USER_c693e04717,RT {{USER_MENTION}}: {{URL}},Contenido no interpretable
Argentina,USER_c693e04717,RT {{USER_MENTION}}: No te sueltes de {{PERSON}}. 🙏❤️ {{URL}},Apoyo emocional
Argentina,USER_c693e04717,{{URL}},Contenido no interpretable
Argentina,USER_c693e04717,"RT {{USER_MENTION}}: {{LOCATION}} 6,19-23. {{LOCATION}} real. #EvangelioDelDía 
{{URL}} {{URL}}",Religión
Argentina,USER_c693e04717,RT {{USER_MENTION}}: {{URL}},Contenido no interpretable
Argentina,USER_c693e04717,{{URL}},Contenido no interpretable
Argentina,USER_c693e04717,Dos días no ha parado de llover,Clima
Argentina,USER_c693e04717,"El principio del cambio es recocer, autopercibirse honestamente sin juzgarte, desde el amor!",Reflexión personal
Argentina,USER_c693e04717,"Fix you! 
Mañana es hoy!",Motivación
Argentina,USER_c693e04717,"Hijo mio, no te olvides de mis enseñanzas; más bien, guarda en tu corazón mis mandamientos. Porque prolongarán tu vida muchos años y te traerán prosperidad. {{URL}}",Consejos religiosos
Argentina,USER_c693e04717,RT {{USER_MENTION}}: {{URL}},Contenido no interpretable
Argentina,USER_c693e04717,"RT {{USER_MENTION}}: Que tu reino sea establecido en nuestrs vidas.
#ElADNdeDios {{URL}}",Religión
Argentina,USER_c693e04717,"{{PERSON}}, en victoria y de gloria en gloria gracias a la Sangre Santa derramada, gracias al cordero de {{PERSON}}, {{PERSON}} el sacrificio perfecto!
Quieren entender que pasa..?
{{PERSON}} 34 enterito!!
Dios es un Dios de amor, misericordia.
Poder y dominio propió, {{PERSON}}. {{URL}}",Alabanza religiosa
Argentina,USER_c693e04717,"Bendecido día y en {{LOCATION}} gracias a {{PERSON}}!!
Una cosa he demandado a {{LOCATION}}, ésta buscaré; Que esté yo en la casa de {{LOCATION}} todos los días de mi vida, Para contemplar la hermosura de {{LOCATION}}, y para inquirir en su templo.” Salmos 27:4 {{URL}}",Devoción religiosa
Argentina,USER_c693e04717,"{{PERSON}} de mi vida yo te amo
{{PERSON}} de mi vida eres todo lo que quiero ❤️
Cuan grande eres Dios
Cantaré cuan grande eres Dios 🙌 
Y todos lo verán 🎶 
Cuan grande eres Dios.
Hermoso eres 💛
{{PERSON}}, hermoso eres tu 💚
Amado mio 🎶 {{URL}}",Canto religioso
Argentina,USER_c693e04717,"Mi ❤️ duele de amor duele de amor y late tan fuerte por ti mi {{PERSON}}  🎶 
El Jueves 17hs aprox camino a {{LOCATION}} uno, gracias {{PERSON}} por hablarme en todo tiempo Santoo! {{URL}}",Expresión de fe
Argentina,USER_c693e04717,"Dios guardará en completa paz a quién cuyos pensamientos en Él perceveran!

 Jesús Te Ama!!   Juan 3:16

El solo quiere tu ❤️ {{PERSON}} es {{PERSON}}!!
El resto lo hace el Espíritu Santo!

Muchos son los llamados, pocos los escogidos!! {{URL}}",Mensaje cristiano
Argentina,USER_c693e04717,{{URL}},Contenido no interpretable
Argentina,USER_c693e04717,"Te amo mi Señor
Se acaban las palabras
Solo queda mi alma
 para cantarte 🎶 {{URL}}",Adoración religiosa
Argentina,USER_c693e04717,{{URL}},Contenido no interpretable
Argentina,USER_c693e04717,"{{PERSON}}, en {{LOCATION}} y de Gloria en Gloria en el {{LOCATION}} de {{LOCATION}} de los ejércitos!

{{PERSON}} de justicia se vistió como de una coraza, con yelmo de salvación en su cabeza; tomó ropas de venganza por vestidura, y se cubrió de celo como de manto {{URL}}",Pasaje bíblico
Argentina,USER_c693e04717,"Salmos 10:2-4  RV {{NUMBER}}
Con arrogancia el malo persigue al pobre;
Será atrapado en los artificios que ha ideado.
Porque el malo se jacta del deseo de su alma,
Bendice al codicioso, y desprecia a {{LOCATION}}. {{URL}}",Cita bíblica
Argentina,USER_f3572aa6de,Que asco cuando tienen novia y siguen minas🤢,Crítica de relaciones
Argentina,USER_f3572aa6de,Las vibras no mienten nunca,Intuición y energía
Argentina,USER_f3572aa6de,"Por primera vez en mucho tiempo siento que todo está bien, que paz estoy manejando. 🤍",Bienestar personal
Argentina,USER_f3572aa6de,Que linda es la vida con mi gordito! No cambio esto por nada 🥹,Amor de pareja
Argentina,USER_f3572aa6de,Todo lo que no suma lejitossssss💆🏼‍♀️,Auto-cuidado y límites
Argentina,USER_f3572aa6de,Amar es ser leal. Siempre,Reflexión sobre el amor
Argentina,USER_f3572aa6de,Apostando siempre a los nuevos comienzos ❤️‍🩹,Nuevos comienzos
Argentina,USER_f3572aa6de,Cuanta gente que si ❤️‍🩹,Valoración social
Argentina,USER_f3572aa6de,{{PERSON}} a donde tan yo,Identificación personal
Argentina,USER_f3572aa6de,Mi yo del {{NUMBER}} actuaria completamente distinto a mi yo de ahora en esta situación. Orgullosa de no ser la misma ✨,Crecimiento personal
Argentina,USER_f3572aa6de,Siempre confiando en las señales. 🤞🏻✨,Confianza en el destino
Argentina,USER_f3572aa6de,"Lo que das vuelve, no hay que olvidarse nunca de eso.",Karma y reciprocidad
Argentina,USER_f3572aa6de,Se pasan de buitres q ascoooooo dios,Crítica social
Argentina,USER_f3572aa6de,Esta bien un poquito de caos para volver a ordenar las cosas 🤎,Superación de problemas
Argentina,USER_f3572aa6de,"Gracias a la vida por regalarme personas tan lindas, todo esta bien al fin ✨❤️‍🩹",Gratitud y bienestar
Argentina,USER_f3572aa6de,{{PERSON}} galgos,Contenido no interpretable
Argentina,USER_f3572aa6de,Es tan lindo sentirse cuidada ❤️‍🩹,Sentimiento de protección
Argentina,USER_f3572aa6de,Cada vez estoy aguantando menos gente🫠,Intolerancia social
Argentina,USER_f3572aa6de,No puede ser que cuando me compro algo para mi me duela tanto gastar pero cuando le compro a mi novio todo es baratoooo🫠,Relaciones y finanzas
Argentina,USER_f3572aa6de,Que cosa más hermosa despertar todos los días con la misma persona. 💛,Amor de pareja
Argentina,USER_f3572aa6de,Qué importante es ser leal en cualquier tipo de relación,Reflexión sobre la lealtad
Argentina,USER_f3572aa6de,Un día prometimos que sería para siempre,Recuerdo romántico
Argentina,USER_5494cfaf4f,yo ya sabia q no era d este mundo,Autorreflexión
Argentina,USER_5494cfaf4f,"RT {{USER_MENTION}}: Ver un hat-trick de {{PERSON}}, toda una experiencia.",Deportes
Argentina,USER_5494cfaf4f,q gracioso ayer 🤣,Humor
Argentina,USER_5494cfaf4f,todo ira mejorr,Optimismo
Argentina,USER_5494cfaf4f,la vida va a seguir sorprendiendome,Filosofía de vida
Argentina,USER_5494cfaf4f,😆,Contenido no interpretable
Argentina,USER_5494cfaf4f,corte q se re tiro al helado altoque paraa banca 1 semana algo,Humor
Argentina,USER_5494cfaf4f,RT {{USER_MENTION}}: {{URL}},Contenido no interpretable
Argentina,USER_5494cfaf4f,no chingo hace mil años,Vida sexual
Argentina,USER_5494cfaf4f,se tiran al piso solossss buendiaaa 😆,Observación cotidiana
Argentina,USER_5494cfaf4f,{{PERSON}} le jodan a esa paz si la tengo a ella,Relaciones personales
Argentina,USER_5494cfaf4f,mi abuela me dijo me bañe y quede quinceañera AJAJJSJAJAJAJQ,Humor
Argentina,USER_5494cfaf4f,igual no compro si soy el mejor,Autoafirmación
Argentina,USER_5494cfaf4f,"ultimamente me siento muy cómodo, todo lo q se queda, lo valoro y lo q se va es {{PERSON}} se tenia q vayar",Reflexión sobre relaciones
Argentina,USER_5494cfaf4f,asi mismo,Comentario general
Argentina,USER_5494cfaf4f,{{PERSON}} con mi hermano,Familia
Argentina,USER_5494cfaf4f,parece una bandida pero sufre por amor por eso sale en la noche y vuelve cuando sale el sol,Amor y desamor
Argentina,USER_5494cfaf4f,"ni poniendola abajo del agua, se rescata",Situación difícil
Argentina,USER_5494cfaf4f,como me gusta perder tiempo con gente q no vale la pena,Crítica social
Argentina,USER_5494cfaf4f,cuando estoy realmente solo y perdido es cuando me encuentro,Autorreflexión
Argentina,USER_5494cfaf4f,tengo q alejarme de la gente mentirosA,Resolución personal
Argentina,USER_5494cfaf4f,como haces pa perder a alguien como yo,Autoafirmación
Argentina,USER_a593056479,Es hora de actualizar la historia con capturas🤣🤣🤣🤣🤣🤣,Drama personal
Argentina,USER_a593056479,RT {{USER_MENTION}}: NO ME PIDAN QUE  NO ME EMOCIONE ESTE TIPO ESTA RE LOCO Y ES NUESTRO ES ARGENTINO TE {{LOCATION}} {{PERSON}},Fútbol y orgullo nacional
Argentina,USER_a593056479,"RT {{USER_MENTION}}: No tengo palabras.

Este tipo me hace muy feliz. {{URL}}",Fútbol y admiración
Argentina,USER_a593056479,"RT {{USER_MENTION}}: 🇦🇷🐐 ¡ESTÁS LOCO, LIONEL! {{URL}}",Fútbol y admiración
Argentina,USER_a593056479,La gestión fotos 🤣,Vida cotidiana
Argentina,USER_a593056479,Ya no estoy para retener a nadie. Te querés ir? Chau,Relaciones personales
Argentina,USER_a593056479,Pero después yo soy la que no supera.🤌🏻🤦🏻‍♀️ {{URL}},Drama personal
Argentina,USER_a593056479,"""Estado presente"" dicen... 🤌🏻",Crítica social/política
Argentina,USER_a593056479,"{{LOCATION}} cómo te voy a hackear las cuentas si tenías como contraseñas el número de DNI. 🤌🏻🤌🏻🤌🏻🤌🏻
No conectas dos neuronas.🤣🤣",Crítica personal
Argentina,USER_a593056479,Yo soy la mala? Y en mí quién pensó cuando me estaban cagando?,Drama personal
Argentina,USER_a593056479,Esa maldita costumbre que tienen los hombres de tratar de loca a la ex. Son de manual.,Comentario social
Argentina,USER_a593056479,Qué se sabe del {{PERSON}} de tres {{LOCATION}} 🤣🤣🤣🤣 No perdonó a nadie. {{PERSON}},Gossip/humor
Argentina,USER_a593056479,"EL verdadero ""LA QUE SE LO QUEDA PIERDE"".🫣🤣🤣",Humor
Argentina,USER_a593056479,Mirá si me vas a venir a intimidar con la mirada. JUSTAMENTE A MÍ.🤌🏻🤌🏻🤌🏻🤣,Autoafirmación
Argentina,USER_a593056479,🤣 {{URL}},Contenido no interpretable
Argentina,USER_a593056479,Soy🤣🤣🤣,Humor
Argentina,USER_a593056479,Me quedo en paz porque lo mío fue sincero...,Reflexión personal
Argentina,USER_a593056479,🏆❤️‍🔥❤️‍🔥❤️‍🔥 #LionelMessi𓃵 {{URL}},Fútbol y admiración
Argentina,USER_a593056479,{{LOCATION}} mostrando al mundo cómo se juega al fútbol.❤️‍🔥,Fútbol y orgullo nacional
Argentina,USER_a593056479,"El que busca encuentra, simple.",Reflexión personal
Argentina,USER_a593056479,"Hasta el año pasado era una ""vaga"" y hoy es una ""luchadora y trabajadora"". Me parece que tengo que sacar unas capturas del archivo para refrescar la memoria de éste payaso 😂😂😂😂",Exposición/venganza
Argentina,USER_a593056479,"Ahora quieren saber de {{PERSON}}, por FAVOR DÉJENSE DE HIPOCRESÍA. Cuando lo tenían al lado ni siquiera se acercaron a saludarlo y así miles de cosas que no me alcanzarían los caracteres para nombrar. Gracias a Dios lo que me sobra es memoria. {{LOCATION}} de romper la pija.",Crítica social
Argentina,USER_9cfb56ed29,Mi mamá me mando un audio diciendo “que bueno que vas a ver a {{PERSON}} Sweet” JAJAJAJAJ te amo ma,Interacción familiar
Argentina,USER_9cfb56ed29,"Tarde 16 minutos desde que se liberó la venta de entradas en comprarlas, literalmente dios me tocó con la mano y me bendijo {{URL}}",Compra de entradas
Argentina,USER_9cfb56ed29,Loving him is like driving a new Maserati down a dead-end street,Reflexión romántica
Argentina,USER_9cfb56ed29,Desde que vivo sola nunca más volví a cerrar la puerta del baño para usarlo and i think that’s beautiful,Vida independiente
Argentina,USER_9cfb56ed29,Estres 🤝 Dolor de espalda,Malestar físico
Argentina,USER_9cfb56ed29,CHICOS !!!!!!!!!!!¡¡¡,Contenido no interpretable
Argentina,USER_9cfb56ed29,"Al final no era que estaba deprimida, era que vivía en {{LOCATION}}",Insatisfacción con el lugar
Argentina,USER_9cfb56ed29,Tolerancia cero a la gente pelotuda,Opinión social
Argentina,USER_9cfb56ed29,"Yo: *me hablo con alguien*
Mi mama: y cuando se van a poner de novios?? ;);););)",Interacción familiar
Argentina,USER_9cfb56ed29,Pensando en lo bien que estoy sola llegue a una conclusión: que lindo es no tener a nadie que te rompa las pelotas🙏🏼,Apreciación de la soltería
Argentina,USER_9cfb56ed29,"Me importa un pingo tu signo zodiacal, tenes la green card si o no?",Humor
Argentina,USER_9cfb56ed29,Lo que me sorprende además del GESTAZO es que conozca lo que es el agua micelar!!!!! Donde uno así barba,Relaciones y expectativas
Argentina,USER_9cfb56ed29,"And I’ll be smart to walk away, but you’re quicksand",Reflexión romántica
Argentina,USER_9cfb56ed29,Tome tanto sol que me duele la cara jsjdjss estos son los problemas que quiero tener toda mi vida,Experiencia personal
Argentina,USER_9cfb56ed29,Me di cuenta que tengo un ideal de hombre que es inexistente así que probablemente me quede sola por el resto de mi vida 🥲,Reflexión romántica
Argentina,USER_9cfb56ed29,Pocas cosas me hacen tan feliz como ver un lindo atardecer 🙌🏼🤩,Apreciación de la naturaleza
Argentina,USER_9cfb56ed29,"Hello Mr. Perfectly fine, how's your heart after breaking mine?",Desamor
Argentina,USER_9cfb56ed29,Me duele la espalda no importa cuando leas esto,Malestar físico
Argentina,USER_9cfb56ed29,Hay personas que te renuevan las energias🙏🏼,Interacciones sociales
Argentina,USER_9cfb56ed29,No puedo creer que en algún momento de mi vida permití que un hombre me dijera las cosas que podía hacer o no en mi vida y encima ESCUCHARLO,Reflexión sobre relación pasada
Argentina,USER_9cfb56ed29,Ibu 400 y a seguir as a lifestyle,Manejo del dolor
Argentina,USER_7adf27faaf,"{{PERSON}} va hacer 4 años y 3 meses que nos conocemos, nos alejamos muchisimas veces, peliamos  discutimos, pero hoy puedo decir que estoy feliz por tenerlo conmigo y por apoyarme siempre que lo necesito😍",Relación personal
Argentina,USER_7adf27faaf,"le envidio el hermoso cuerpo que tiene, que hermosa mina🔥❤",Admiración física
Argentina,USER_7adf27faaf,le contamos a mi abuela que mi vieja esta embarazada y se largo a llorar de la emocion porq no se lo esperaba😍,Noticias familiares
Argentina,USER_7adf27faaf,"mi hermano tira tweet como que tiene una vida de mierda y nada que ver, quiere llamar la atencion nomas porque aca en mi casa no le falta nunca nada, es un verga por como le paga a mis viejos dan todo por el y el sale a falopiarce nomas. corta😘",Conflicto familiar
Argentina,USER_7adf27faaf,"yo no lo puedo creer, muero de felicidad si es verdad💗💗💗",Alegría
Argentina,USER_7adf27faaf,le voy a regalar un litro de cloro a ver si se puede desinfectar el cuerpo con la mugre q tiene,Agresión verbal
Argentina,USER_7adf27faaf,"lo bloquie a la bosta, q se olvide",Bloqueo
Argentina,USER_7adf27faaf,"mejor me voy a dormir sola, que se vallan todos a la mierda",Frustración
Argentina,USER_7adf27faaf,no estoy llorando se me metio un te necesito en el ojo.,Anhelo
Argentina,USER_7adf27faaf,mañana a la tarde voy a la casa😍,Planes sociales
Argentina,USER_7adf27faaf,{{PERSON}} descargarme con {{PERSON}} es todo lo que si mi amiga,Amistad
Argentina,USER_7adf27faaf,"que lindo hablar con alguien que no podes salir de chat porque te responde al segundo, todo lo que esta bien🙌",Interacción online positiva
Argentina,USER_7adf27faaf,ay esta calenchu ajajajjajajs,Flirteo
Argentina,USER_7adf27faaf,me quedaea bien el rubio?,Apariencia personal
Argentina,USER_7adf27faaf,tengo ganas de irme a dormir con el🙌,Deseo íntimo
Argentina,USER_7adf27faaf,extraño a {{PERSON}} que quieren que les diga🤷‍♀️❤,Nostalgia
Argentina,USER_7adf27faaf,"tengo ganas de levantarme cambiarme e irme de mi abuela, pero hace tanto frio que me da pena salir de mi cama",Pereza
Argentina,USER_7adf27faaf,"{{PERSON}}, agustin y {{PERSON}} ya se pusieron a limar free🙄",Ocio
Argentina,USER_7adf27faaf,me tengo que levantar para irme de {{LOCATION}} con mi flia y ni ganas😩,Desgano
Argentina,USER_7adf27faaf,ya me puse de mal {{PERSON}},Malestar emocional
Argentina,USER_7adf27faaf,esto que hace es de {{LOCATION}}🤦‍♀️ na si yo me agarro a cada uno.,Confrontación
Argentina,USER_19469b5c13,qué lindo arrancar la semana así 💖,Sentimiento positivo
Argentina,USER_19469b5c13,{{PERSON}} y peso pluma sacaron un tema que me parte el alma 🫠,Música
Argentina,USER_19469b5c13,qué paz se siente cuando ya no buscas más dónde sabes que no hay nada para vos,Reflexión personal
Argentina,USER_19469b5c13,"hace dos días no fumo marihuana ni cigarrillos.

tengo compañeros del laburo que me quieren y me invitan a hacer cosas {{PERSON}} saben que no estoy bien, mi abuela y mi mamá están siendo un pilar increíble, tengo salud, trabajo en blanco y la tranquilidad de saber lo que soy",Auto superación
Argentina,USER_19469b5c13,apenas cobre me compro la moto ❤️‍🩹,Planes de compra
Argentina,USER_19469b5c13,qué onda agosto? TODOS LOS CORAZONES ROTOS,Comentario social
Argentina,USER_19469b5c13,"44 horas extras hasta ahora en lo que va del mes , 2 sábados y un feriado 

se viene lindo sueldo",Trabajo y finanzas
Argentina,USER_19469b5c13,estoy a 5 cuadras de dónde fui muy feliz,Nostalgia
Argentina,USER_19469b5c13,"a veces me gustaría decir tantas cosas pero me tengo que callar para que no me odien, {{PERSON}} nadie se aguanta la vdd cuando se la dicen en la cara",Dilemas de comunicación
Argentina,USER_19469b5c13,"valoren lo que tienen , porque no lo pueden tener más de un día para el otro y es muy triste",Reflexión sobre la vida
Argentina,USER_19469b5c13,aguante San licha y cobe,Intereses personales
Argentina,USER_19469b5c13,{{PERSON}} {{URL}},Contenido no interpretable
