territorio,usuario,tweet
México,USER_d3ae0fca2b,{{PERSON}}
México,USER_d3ae0fca2b,Jajaja apenas escuché eso. 😂😂😂😂
México,USER_d3ae0fca2b,Hasta yo siento la incomodidad del romanceo de Momo y Okarun.🥰
México,USER_d3ae0fca2b,"Ya me enamoré de la {{LOCATION}}, pinche servicio más vergas que en cualquier recinto que maneja el podrido Ticketmaster.👌"
México,USER_d3ae0fca2b,"Yo, con {{USER_MENTION}} .🥲"
México,USER_d3ae0fca2b,"Yo, toda la semana. 🗣️🗣️🗣️"
México,USER_d3ae0fca2b,"Yo, ese."
México,USER_d3ae0fca2b,{{PERSON}}
México,USER_d3ae0fca2b,"¿Te acabas de gastar tu quincena en tenis? 
-Te acabas de gastar tu quincena en tenis..."
México,USER_d3ae0fca2b,"{{LOCATION}}, ya casi es el concierto de Enjambre y no ha sacado su nuevo disco.🥲"
México,USER_d3ae0fca2b,"Estoy pre produciendo las siguientes canciones del nuevo disco, y no mames, ya tengo mi favorita del disco.🤯🥵"
México,USER_d3ae0fca2b,"Olviden todo lo que dije hace días, hoy me siento en mi prime.🔥👌"
México,USER_d3ae0fca2b,"Indignación total, que horrible que estás cosas pasen en {{LOCATION}}, el lugar donde la música es más que una pasión. 😔"
México,USER_d3ae0fca2b,Que bonito se siente llegar a la oficina sin haber sudado ni sufrido con la gente en el transporte público.😭👌 {{URL}}
México,USER_d3ae0fca2b,Hoy regresamos a la natación 💪 e impusimos nuestro poderío en la alberca.😈
México,USER_de6cf6f2c5,RT {{USER_MENTION}}: Háblame cabrón!!!!!
México,USER_de6cf6f2c5,"tiktok me pone a llorar y a los 5 mins me ando cagando de risa 
parezco loquita"
México,USER_de6cf6f2c5,y parece que este día no termina
México,USER_de6cf6f2c5,que risa este wey ya pls
México,USER_de6cf6f2c5,i don’t speak dog hoe i don’t care what no bitch say
México,USER_de6cf6f2c5,todavía no vamos ni a la mitad del mundial y ya lo extraño :(
México,USER_de6cf6f2c5,dirás que no me quisiste pero vas a estar muy triste y así te vas a quedar
México,USER_de6cf6f2c5,"i love you baby, i promise"
México,USER_de6cf6f2c5,por mi bienestar mental bloquearé a {{LOCATION}} {{PERSON}}
México,USER_de6cf6f2c5,"what a shame you’re not here 
here to witness my devotion"
México,USER_de6cf6f2c5,{{PERSON}}
México,USER_de6cf6f2c5,la neta si yo no fuera mexa también estaría sacando espuma del coraje y envidia de entiende
México,USER_de6cf6f2c5,"RT {{USER_MENTION}}: El Mundial ha sacado lo PEOR de mucha gente de {{LOCATION}}, increíble la cantidad de publicaciones contra {{LOCATION}} y lo que más…"
México,USER_de6cf6f2c5,para que la juegas si te gustan malandros
México,USER_de6cf6f2c5,{{PERSON}} el hombre que eres!!!!!!!
México,USER_de6cf6f2c5,RT {{USER_MENTION}}: {{LOCATION}} hermano ya eres {{LOCATION}}...❤️❤️ {{URL}}
México,USER_de6cf6f2c5,"RT {{USER_MENTION}}: Me encanta que los otros países se ofendan tanto porque los mexicanos celebramos. 
{{PERSON}} y chingan que son mejores en el fu…"
México,USER_de6cf6f2c5,{{PERSON}} en todas mis vidas quiero ser mexicana te lo ruego
México,USER_de6cf6f2c5,"RT {{USER_MENTION}}: FIFA World Cup…
{{LOCATION}} 🇲🇽 💚 {{URL}}"
México,USER_de6cf6f2c5,{{PERSON}} {{URL}}
México,USER_de6cf6f2c5,HOY GANA MÉXICO PUTA MADRE!!!!!
México,USER_de6cf6f2c5,no debí no debiiiiiii chupar ayer
México,USER_84792f5a6b,se sintió horrible el temblor
México,USER_84792f5a6b,{{PERSON}} siempre salvando el día. 🥹🥹🧡 tq {{PERSON}}thelifeofashowgirl {{URL}}
México,USER_84792f5a6b,oye {{USER_MENTION}} no se la fila de {{PERSON}} se reanudaba 1:20 pm {{URL}}
México,USER_84792f5a6b,{{PERSON}} que susto alv  #Temblor
México,USER_84792f5a6b,necesito el mapa de jonas brothers para ver de qué precio voy a comprasaar! AIUUUUDAASS!
México,USER_84792f5a6b,el mejor disfraz por mucho 🤩🤩
México,USER_84792f5a6b,"está semana fue horrible, creo que ya es justo una lloradita."
México,USER_84792f5a6b,para que me bloqueo si todo el tiempo va a estar viendo mis storys y fotos de instagram (aunque no me sigue) 🫠 {{URL}}
México,USER_84792f5a6b,"WEY COMO QUE DEPUES DE TODO EL DINERO QUE GASTE PARA FRIENDSHIP BRAZALETES, LOS BOLETOS, TENGO QUE COMPRAR UNA BOLSA TRANSPARENTE PARA QUE ME DEJEN PASAR???. {{PERSON}}🤡"
México,USER_84792f5a6b,"oye {{USER_MENTION}} sácame de la lista de espera yo si quiero pagar el paquete VIP de la Blondie, pero saaaaacameeeeeeee! 😭"
México,USER_84792f5a6b,"sigo sin creer lo de {{LOCATION}}, me aguante mucho las ganas de llorar cuando me entere pero ver cada post, tiktok de él me pone bien mal. 😭"
México,USER_84792f5a6b,"se está mamando la lluvia, ojalá los deje ver a {{PERSON}} 🥹"
México,USER_84792f5a6b,"todo el playlist de #{{PERSON}} está siendo demasiado para mi alma, ya que confirme {{LOCATION}} lo necesito YAAAAA"
México,USER_84792f5a6b,Alguien que tenga el hilo de {{PERSON}} bieber y {{PERSON}} es para una tarea
México,USER_84792f5a6b,Para que quiero hijos si con {{PERSON}} (mi perrita) tengo más que suficiente. Cada lunes vamos al veterinario a revisión y a que le mande sus medicamentos de cada semana. Lit solo trabajo para ella 🥹
México,USER_84792f5a6b,Estoy bien arrepentida de no haber comprado la membresía para los boletos de blackpink 😭😭😭
México,USER_84792f5a6b,Enero no contó así que… ¡Feliz Año Nuevo! 🥳
México,USER_84792f5a6b,Todos los que fuimos a la primera fecha viendo el setlist del día 2 del concierto de los {{USER_MENTION}} {{URL}}
México,USER_84792f5a6b,Un like y quemo a la agencia horrible con la que trabajo. 😡 {{URL}}
México,USER_84792f5a6b,placeres de la vida: ver la luna.
México,USER_84792f5a6b,Pésima la transmisión de la plataforma de neerme y pésimo que se filtrara la ganadora. Odio aquí. #LMD4
México,USER_84792f5a6b,SUBAAAAANLOOO A YOUTUBE 🥺#LMD4
México,USER_4458b1b0a1,RT {{USER_MENTION}}: como se siente esperar y esperar y esperar y esperar y esperar y esperar y seguir esperando {{URL}}
México,USER_4458b1b0a1,RT {{USER_MENTION}}: yo pleno {{NUMBER}} en {{LOCATION}} defendiendo el monumento a la bandera porque lo quieren hacer una sinagoga  {{URL}}
México,USER_4458b1b0a1,"RT {{USER_MENTION}}: cuando {{PERSON}} dijo: ""hay cosas que quiero decirte, pero simplemente te dejaré vivir"". Bro, I really felt that"
México,USER_4458b1b0a1,RT {{USER_MENTION}}: love letter to my soul {{URL}}
México,USER_4458b1b0a1,RT {{USER_MENTION}}: hay muchisimo amor y madurez en saber borrarte de una de la vida de quien decidio no elegirte
México,USER_4458b1b0a1,Hoy si siento que {{PERSON}} me soltó de la mano
México,USER_4458b1b0a1,RT {{USER_MENTION}}: {{URL}}
México,USER_4458b1b0a1,"RT {{USER_MENTION}}: Whether it’s accidental or intentional, weirdness is one of the reasons that make certain movies {{PERSON}}. We present y…"
México,USER_4458b1b0a1,"Si creer en el amor es un circo, yo soy la payasa estelar del show.
 {{PERSON}}"
México,USER_4458b1b0a1,RT {{USER_MENTION}}: {{URL}}
México,USER_4458b1b0a1,RT {{USER_MENTION}}: {{URL}}
México,USER_4458b1b0a1,RT {{USER_MENTION}}: I'm putting together a team. {{URL}}
México,USER_4458b1b0a1,Es que {{PERSON}} es goal de marido
México,USER_4458b1b0a1,RT {{USER_MENTION}}: {{URL}}
México,USER_4458b1b0a1,RT {{USER_MENTION}}: russia was truly ahead of the west by 20 years when they made ‘I am dragon’ ({{NUMBER}}) and had a dragon obsessed princess get ca…
México,USER_4458b1b0a1,RT {{USER_MENTION}}: {{PERSON}} {{URL}}
México,USER_4458b1b0a1,"RT {{USER_MENTION}}: The Minotaur is not a monster but a sacred figure, the divine child, the initiatory bull-god, the embodiment of apotheosis thr…"
México,USER_4458b1b0a1,Y esta reina? {{URL}}
México,USER_4458b1b0a1,RT {{USER_MENTION}}: Bueno me voy a radicalizar y tengo dos opciones guerrilla o delirio religioso
México,USER_4458b1b0a1,"RT {{USER_MENTION}}: Debemos resistir a la mercantilización de las necesidades humanas esenciales. El agua, los alimentos y la asistencia sanit…"
México,USER_4458b1b0a1,RT {{USER_MENTION}}: {{URL}}
México,USER_4458b1b0a1,RT {{USER_MENTION}}: OBRA MAESTRA. {{URL}}
México,USER_803283a1e3,Hola {{USER_MENTION}} no tengo línea ni WIFI 😔 Metele nitro a mi reporte papito que el futuro de {{LOCATION}} tiene exámenes hoy 😪😪
México,USER_803283a1e3,"Me desearon lo mejor.
Y llegaste tu... 💞"
México,USER_803283a1e3,Sustos que dan gusto 😏 no era 6 💅 {{URL}}
México,USER_803283a1e3,Que bueno que no tengo nada que me una a ese pinche barrio culero 🤣
México,USER_803283a1e3,Todos los perros días de la vida... 🤭
México,USER_803283a1e3,"WEY A HUEVO QUE EL {{LOCATION}} CON ESTA POESIA!!💕
""Te voy a confesar que
Tú eres mi crush hace rato👽🤘
No sé si tienes gata o tienes gato
Tranquila, ma', que yo no te delato""
 #BadBunnyNobeldeLiteratura {{URL}}"
México,USER_803283a1e3,{{USER_MENTION}}  Cada día más me inspiras a ser mejor enfermera y mejor ser humano 😉💟
México,USER_803283a1e3,#AyMijitoTuQueEstudiaste enfermería checale la presión a las llantas del bocho {{PERSON}}
México,USER_803283a1e3,¿Ya les dije que amo mucho a {{USER_MENTION}}? {{URL}}
México,USER_803283a1e3,#MeEmocionasYLuego me entero que así le hablas a todas las enfermeras 😒😒 {{URL}}
México,USER_803283a1e3,#SiMerezcoAbundancia {{URL}}
México,USER_803283a1e3,#SoyLoQueBuscas  pero en enfermera culera del IMSS 💁💅😌
México,USER_803283a1e3,{{USER_MENTION}} no puede estar lejos de mi muahahahaha 🙊💜
México,USER_803283a1e3,Me acorde de {{USER_MENTION}} con este gift 🙊 {{URL}}
México,USER_803283a1e3,Ella hace mis días. {{URL}}
México,USER_803283a1e3,"Díganle a {{USER_MENTION}} que me cae gorda 🙊💜😘
#NowPlaying Let It Happen de Tame Impala ♫ {{URL}}"
México,USER_803283a1e3,¿Esta mal si comienzo a quererle aunque me déteste? {{URL}}
México,USER_803283a1e3,#YYoAquíCasual empezando a quererle. {{URL}}
México,USER_803283a1e3,{{PERSON}} feo khe zeas azi 😂 {{URL}}
México,USER_803283a1e3,"$100, tacos y {{USER_MENTION}} ¿puede haber algo mejor? {{URL}}"
México,USER_803283a1e3,💜💜🙊ya tengo un nuevo trauma 😏😏 {{URL}}
México,USER_803283a1e3,Yo no tengo la culpa que seas una idiotita. 💁💅 {{LOCATION}} bye 😘😘
México,USER_0bb5e1f671,Ola buenas noche a todos :)
México,USER_0bb5e1f671,Yo triste mucho :'( :'( {{URL}}
México,USER_0bb5e1f671,Yo triste por mi {{LOCATION}} la extraño mucho mas de lo q ma imagine la amo y quiero muchísimo mas {{URL}}
México,USER_0bb5e1f671,Yo así :'( :'( :'( :'( :'( {{URL}}
México,USER_0bb5e1f671,Sufro por una persona muy importante en mi vida y en mi amor &lt;3 :'( :'( {{URL}}
México,USER_0bb5e1f671,Ya no sé qué hacer :'(
México,USER_0bb5e1f671,Extraño mucho mucho con toda mi alma A mi Novia muchísimo mas &lt;3 :'(
México,USER_0bb5e1f671,La vida es muy triste sin esa persona
México,USER_0bb5e1f671,Extraño Mucho a una persona q amo y quiero mucho &lt;3
México,USER_0bb5e1f671,Ya estoy empezando &lt;3
México,USER_0bb5e1f671,Me siento muy mal me duele el pecho la garganta
México,USER_0bb5e1f671,Ya me hicieron enojar tan feliz que estabas
México,USER_0bb5e1f671,qué opinan de esta foto {{URL}}
México,USER_0bb5e1f671,{{URL}}
México,USER_639dfa89cc,Ni  me duele :(
México,USER_639dfa89cc,Ya fugaa 🇮🇹✈️{{USER_MENTION}} {{USER_MENTION}}
México,USER_639dfa89cc,{{PERSON}} fake people showin' fake love to me
México,USER_639dfa89cc,{{URL}}
México,USER_639dfa89cc,El tiempo siempre pone todo en su lugar ☝🏼
México,USER_639dfa89cc,if i ever loved you I'll always love you that's how I was raised
México,USER_639dfa89cc,Era de esperarse 🤔🤔
México,USER_639dfa89cc,{{PERSON}} quien quiere ponerse una pedota este fin {{URL}}
México,USER_639dfa89cc,Puras decepciones
México,USER_639dfa89cc,No hay dos sin tres
México,USER_639dfa89cc,{{USER_MENTION}} a k hora te deportan pa q ya te regreses espregunta
México,USER_639dfa89cc,Quiero taquitos
México,USER_639dfa89cc,Nunca confíen en una asiática
México,USER_639dfa89cc,{{USER_MENTION}} hola
México,USER_639dfa89cc,Laurasad
México,USER_639dfa89cc,Hola las quiero mucho {{USER_MENTION}} {{USER_MENTION}}
México,USER_639dfa89cc,a {{PERSON}} se t quita lo puto espregunta
México,USER_639dfa89cc,{{PERSON}} traumada
México,USER_639dfa89cc,Qué bajo caíste 😳
México,USER_639dfa89cc,Te quiero matar
México,USER_639dfa89cc,{{USER_MENTION}} PELA WA AHORA
México,USER_639dfa89cc,No se que hice para merecer a mi perrita😩😩😩😍
México,USER_51237f8a03,me da demasiada satisfacción que el {{NUMBER}} empezará en lunes
México,USER_51237f8a03,it’s like wishing for rain as I stand in the desert
México,USER_51237f8a03,in my healing era y que se vayan a la chingada todos
México,USER_51237f8a03,a mi no me pueden poner un día nublado porque inconscientemente es un día inhábil para mi
México,USER_51237f8a03,me caga la gente que minimiza los sentimientos de los demás
México,USER_51237f8a03,la distancia le da mucho espacio a la imaginación
México,USER_51237f8a03,ya quiero que mis primitos tengan novia para ser la prima celosa
México,USER_51237f8a03,{{PERSON}} demasiado a mi novio 🥺❤️‍🩹🥰
México,USER_51237f8a03,extraño a mi yo de antes
México,USER_51237f8a03,"como me encanta que mi novio me chulee siempre, arreglada, recién levantada, en pijamas, cansada, de postguardia, borracha, triste, dormida 💘💘 no puedo pedir más"
México,USER_51237f8a03,Odio pensar tanto
México,USER_51237f8a03,no se que hice para {{LOCATION}} ❤️‍🩹
México,USER_51237f8a03,odio esta rutina de hospital-casa-hospital
México,USER_51237f8a03,solo necesito un abrazo
México,USER_51237f8a03,y coincidir aquel día
México,USER_51237f8a03,se me parte el corazón cada vez que pienso en eso
México,USER_51237f8a03,"en la disco había mil, pero yo bailando contigo en mi mente"
México,USER_51237f8a03,una semana para mi cumpleaños 🥳🥳
México,USER_51237f8a03,amigo amigo amigo amigo o aaaamigo?
México,USER_51237f8a03,al menos tengo el hígado destrozado y no el corazón lol
México,USER_51237f8a03,need un pastel de zanahoria
México,USER_12938b8640,"Me encantan las noches de insomnio, pero me caga que no me dejes tu culito para distraerme!"
México,USER_12938b8640,Es mejor evitar hacer huecos que tratar de taparlos cuando ya está hechos.
México,USER_12938b8640,"Bueno, no hay duda que me hiciste ver mi suerte. Te pasaste de pistola. Pero no hay pedo"
México,USER_12938b8640,Que te digan te amo no tiene precio. Pero que te diga que te ama y se va con otro es no tener puta madre
México,USER_12938b8640,Le doy gracias a todas aqullas culeras que me han hecho ser la persona que soy. Lo lamento por las que vienen.
México,USER_12938b8640,Adivinen a quien le rogaron de nuevo?. No he perdido el toque.
México,USER_12938b8640,"{{PERSON}} magos, gracias por no traerme nada este año, pero nos vemos el 10 de mayo y el día del padre."
México,USER_12938b8640,"No mames {{USER_MENTION}} Te odio, escuchar tu voz me desagrada."
México,USER_12938b8640,Ups Sorry {{USER_MENTION}} era comerme...
México,USER_12938b8640,{{PERSON}} en calz de {{LOCATION}} y div.  Del norte {{USER_MENTION}}
México,USER_12938b8640,"A la verga Sr. Si no está herido.
NO le mandó al ajustado. He dicho"
