territorio,usuario,total_tweets,tweets_salud_mental,proporcion_salud_mental,clasificacion_usuario
Venezuela,USER_c27e82675a,25,0,0.0,control
Venezuela,USER_708d45ad8e,25,0,0.0,control
Venezuela,USER_be63bd18ef,25,0,0.0,control
Venezuela,USER_f9169c4c53,25,0,0.0,control
Venezuela,USER_b73a8290ef,25,0,0.0,control
Venezuela,USER_247a397402,25,0,0.0,control
Venezuela,USER_fb01031918,25,0,0.0,control
Venezuela,USER_9aa18781f7,25,0,0.0,control
Venezuela,USER_1af56ec74c,25,0,0.0,control
Venezuela,USER_cce5184bed,25,0,0.0,control
Venezuela,USER_e61dc09f55,25,0,0.0,control
Venezuela,USER_1e06ec80b3,25,1,0.04,control
Venezuela,USER_37866a1245,25,1,0.04,control
Venezuela,USER_fd2a0f115d,19,0,0.0,control
Venezuela,USER_70f302af09,25,0,0.0,control
Venezuela,USER_bb69ba9dc2,25,0,0.0,control
Venezuela,USER_78537328ae,25,0,0.0,control
Venezuela,USER_683b90f514,25,0,0.0,control
Venezuela,USER_ef8d5f35e2,25,0,0.0,control
Venezuela,USER_7787bbba54,25,0,0.0,control
Venezuela,USER_e63b53a37e,25,2,0.08,control
Venezuela,USER_5ef5682e13,25,3,0.12,seleccionado
Venezuela,USER_bff103fb05,25,0,0.0,control
Venezuela,USER_cc2ddbf730,25,0,0.0,control
Venezuela,USER_fd3abad240,25,0,0.0,control
Venezuela,USER_cc80c47610,25,0,0.0,control
Venezuela,USER_696f3ca752,6,0,0.0,control
Venezuela,USER_4157caca58,25,0,0.0,control
Venezuela,USER_5f98f80ed7,25,0,0.0,control
Venezuela,USER_eb6a236492,25,0,0.0,control
Venezuela,USER_5f01234758,25,0,0.0,control
Venezuela,USER_8fc2ce2f1b,25,3,0.12,seleccionado
Venezuela,USER_bb65546b10,25,0,0.0,control
Venezuela,USER_ea191e8a4d,25,0,0.0,control
Venezuela,USER_daf9024292,25,0,0.0,control
Venezuela,USER_b120151d7f,25,0,0.0,control
Venezuela,USER_b92a947f86,25,0,0.0,control
Venezuela,USER_aae3b1e516,25,0,0.0,control
Venezuela,USER_079da1cc7c,25,0,0.0,control
Venezuela,USER_d4c78391d7,25,0,0.0,control
Venezuela,USER_fd032a1cf5,25,0,0.0,control
Venezuela,USER_db215cf588,25,0,0.0,control
Venezuela,USER_f6e2531fcf,25,1,0.04,control
Venezuela,USER_dd9eafb5fa,25,0,0.0,control
Venezuela,USER_3bfe5a8600,14,1,0.071,control
Venezuela,USER_e7d354d1af,25,0,0.0,control
Venezuela,USER_1e438292d6,25,0,0.0,control
Venezuela,USER_26b6367681,25,0,0.0,control
Venezuela,USER_0fe79c45dd,25,2,0.08,control
Venezuela,USER_d65008a703,25,0,0.0,control
Venezuela,USER_085a14759a,25,0,0.0,control
Venezuela,USER_309213b38f,25,0,0.0,control
Venezuela,USER_2aae5f4208,25,0,0.0,control
Venezuela,USER_0ecc45f0e5,25,0,0.0,control
Venezuela,USER_22e09998af,25,0,0.0,control
Venezuela,USER_211b254088,25,0,0.0,control
Venezuela,USER_40c35c7515,25,0,0.0,control
Venezuela,USER_2cd9138fe6,25,1,0.04,control
Venezuela,USER_f69c777f5d,25,0,0.0,control
Venezuela,USER_9302e15c53,3,0,0.0,control
Venezuela,USER_965697273a,25,0,0.0,control
Venezuela,USER_855aab9086,16,0,0.0,control
Venezuela,USER_4d19a7d60e,25,0,0.0,control
Venezuela,USER_49b685d6bf,25,0,0.0,control
Venezuela,USER_d6f96216a4,25,0,0.0,control
Venezuela,USER_3d2dc2143a,25,0,0.0,control
Venezuela,USER_ffbe2060af,25,0,0.0,control
Venezuela,USER_55ddac7208,25,0,0.0,control
Venezuela,USER_9fca253b15,25,0,0.0,control
Venezuela,USER_eef529760b,25,0,0.0,control
Venezuela,USER_62076e0657,25,0,0.0,control
Venezuela,USER_d8ce079495,25,4,0.16,seleccionado
Venezuela,USER_efe67e0ea3,7,0,0.0,control
Venezuela,USER_25f71dbfca,25,0,0.0,control
Venezuela,USER_a4421eef3d,25,0,0.0,control
Venezuela,USER_d588a218e2,17,0,0.0,control
Venezuela,USER_5734230204,25,0,0.0,control
Venezuela,USER_1c46a9d533,25,0,0.0,control
Venezuela,USER_e3c6aed1d8,25,0,0.0,control
Venezuela,USER_5e0d903762,25,0,0.0,control
Venezuela,USER_ef2f1ce378,25,0,0.0,control
Venezuela,USER_3270b9a6a7,25,0,0.0,control
Venezuela,USER_448c03107e,11,0,0.0,control
Venezuela,USER_3338c5ed8e,25,0,0.0,control
Venezuela,USER_799a1c93c0,25,0,0.0,control
Venezuela,USER_c24aeeb842,25,0,0.0,control
Venezuela,USER_fbbd9dc1ba,25,0,0.0,control
Venezuela,USER_be85a9079d,25,0,0.0,control
Venezuela,USER_e11ecf2264,25,0,0.0,control
Venezuela,USER_397747b834,25,0,0.0,control
Venezuela,USER_ec235bc7db,25,0,0.0,control
Venezuela,USER_34bab33e40,25,1,0.04,control
Venezuela,USER_99865d87a4,25,1,0.04,control
Venezuela,USER_c86afcb2da,25,0,0.0,control
Venezuela,USER_268c8ecf3e,25,1,0.04,control
Venezuela,USER_338be22aff,25,1,0.04,control
Venezuela,USER_fa1d682fa3,25,0,0.0,control
Venezuela,USER_a6f37f394a,25,0,0.0,control
Venezuela,USER_b4fab2f623,25,1,0.04,control
Venezuela,USER_f6e63c6ca0,25,1,0.04,control
Venezuela,USER_065dc61011,25,1,0.04,control
Venezuela,USER_c92512e4df,25,0,0.0,control
Venezuela,USER_c47f3367bd,25,1,0.04,control
Venezuela,USER_7f94f34fc4,25,0,0.0,control
Venezuela,USER_65d33a7385,25,0,0.0,control
Venezuela,USER_bde0c47d31,25,1,0.04,control
Venezuela,USER_44713dccd1,9,1,0.111,control
Venezuela,USER_6880785990,25,0,0.0,control
Venezuela,USER_55619d3868,25,1,0.04,control
Venezuela,USER_20a8fcf514,25,0,0.0,control
Venezuela,USER_ed6233ae75,25,0,0.0,control
Venezuela,USER_af2df6263e,25,0,0.0,control
Venezuela,USER_183f8da92f,25,0,0.0,control
Venezuela,USER_19ceb20fbc,25,0,0.0,control
Venezuela,USER_9b2677397b,25,0,0.0,control
Venezuela,USER_1a72efe38a,25,0,0.0,control
Venezuela,USER_75585b359c,25,1,0.04,control
Venezuela,USER_d2e7922a0e,25,0,0.0,control
Venezuela,USER_7a7fa778c7,25,0,0.0,control
Venezuela,USER_f4f1c51543,25,0,0.0,control
Venezuela,USER_ef12b7c08d,25,0,0.0,control
Venezuela,USER_b97d2cda96,25,0,0.0,control
Venezuela,USER_a88dc84526,25,3,0.12,seleccionado
Venezuela,USER_e4faa1e826,25,0,0.0,control
Venezuela,USER_154e254712,25,0,0.0,control
Venezuela,USER_27ab2c25f7,25,0,0.0,control
Venezuela,USER_60092a0157,25,0,0.0,control
Venezuela,USER_f852a20c42,25,0,0.0,control
Venezuela,USER_992ea76508,25,0,0.0,control
Venezuela,USER_66d512c013,25,2,0.08,control
Venezuela,USER_17eabb3e98,25,0,0.0,control
Venezuela,USER_8e8682779f,25,0,0.0,control
Venezuela,USER_125edc643d,25,2,0.08,control
Venezuela,USER_645f0b027a,25,0,0.0,control
Venezuela,USER_47493aedc5,25,0,0.0,control
Venezuela,USER_5d81c96667,25,0,0.0,control
Venezuela,USER_a1d8c456c6,25,1,0.04,control
Venezuela,USER_ea63e1eef3,25,2,0.08,control
Venezuela,USER_bbb3cd7fef,25,1,0.04,control
Venezuela,USER_c144bbb709,25,0,0.0,control
Venezuela,USER_209d03d8fe,25,3,0.12,seleccionado
Venezuela,USER_74a1123c35,25,0,0.0,control
Venezuela,USER_69e23c2bdb,25,0,0.0,control
Venezuela,USER_952f99854a,25,0,0.0,control
Venezuela,USER_4aa36c9b69,25,0,0.0,control
Venezuela,USER_700f6b8f58,25,0,0.0,control
Venezuela,USER_ab6a9e2ec9,25,0,0.0,control
Venezuela,USER_16c3646941,25,0,0.0,control
Venezuela,USER_922dd2d7cc,25,0,0.0,control
Venezuela,USER_413a974ef7,25,0,0.0,control
Venezuela,USER_2cc615b4ab,25,0,0.0,control
Venezuela,USER_bd6be5d64e,25,0,0.0,control
Venezuela,USER_ff96fb31b8,25,0,0.0,control
Venezuela,USER_4353e114e9,25,0,0.0,control
Venezuela,USER_8a9fc81381,25,0,0.0,control
Venezuela,USER_a1b6f08571,12,0,0.0,control
Venezuela,USER_2e448edc2f,25,0,0.0,control
Venezuela,USER_73e20ab322,25,0,0.0,control
Venezuela,USER_14dd3d13c1,25,0,0.0,control
Venezuela,USER_b0454ed191,25,0,0.0,control
Venezuela,USER_7796448046,25,2,0.08,control
Venezuela,USER_47fd10911a,25,0,0.0,control
