territorio,usuario,tweet,microtema
España,USER_af1b4d2df0,Me he quedado de piedra por tu marcha Vero. Los pequeños ratitos que coincidimos siempre fueron magia. Me quedo con las ganas de haber trabajado con una de las mejores actrices del país. Dale un abrazo a {{PERSON}}. {{URL}},Duelo
España,USER_af1b4d2df0,"Me parece genial, les echamos y a vosotros también. Sobran políticos y enchufados en el congreso. De hecho, ahora mismo con la disciplina de voto con que paguemos un diputado por partido nos sobra...",Crítica política
España,USER_af1b4d2df0,Si el PP cede q los chantajes de 4 grupos separatistas es que les importa más el poder que la ciudadanía. Elecciones y cambio de la ley electoral hacia elección directa y listas abiertas. {{LOCATION}} ya de que gobiernen {{LOCATION}} partidos minoritarios que quieran destruirla. {{URL}},Crítica política
España,USER_af1b4d2df0,"{{PERSON}} se atornilla al poder. {{PERSON}} estamos en una dictadura: no hay herramientas de límite ni control. {{LOCATION}} SON CÓMPLICES de que nos gobierne una organización criminal. Ellos le sostienen por intereses espurios y para seguir esquilmándonos

#PSOECorrupción",Crítica política y corrupción
España,USER_af1b4d2df0,Lo de esta secta es de hacérselo mirar. Ya somos Venezuela.,Crítica política
España,USER_af1b4d2df0,Ya sólo por esto tendríamos que haber echado a PSOE y sus acólitos. Alguien que toca a la baja el delito de malversación es porque está interesado más allá. Movimientos corruptos como estos deberían estar prohibidos. {{URL}},Crítica política y corrupción
España,USER_af1b4d2df0,"Silencio de los exponentes de la ""cultura"" en 🇪🇸. Con otro gobierno estarían echando espuma. Significados en causas extranjeras hasta que {{PERSON}} cambia de opinión como pasó con el {{LOCATION}}. No vaya ser que te señalen de facha y dejes de trabajar o te dejen sin dinero público.

#psoe",Crítica política y cultura
España,USER_af1b4d2df0,"Me alegré cuando cayó {{PERSON}}. ahora, no entiendo por qué cierras filas por considerarte de izquierdas cuando tienes una noticia diaria de la mafia criminal del PSOE. Hay que acabar con la impunidad de los partidos que han convertido {{LOCATION}} en su chiringuito. Abre los ojos.",Crítica política y corrupción
España,USER_af1b4d2df0,"""{{PERSON}}"" = hacer preguntas incómodas para controlar al poder. Vamos, lo que ha sido el periodismo toda la vida hasta que dejaron de vender periódicos. Entonces se convirtieron en sirvientes a cambio de publicidad institucional. Bonita ""partitocracia"" turbia se nos está quedando.",Crítica al periodismo
España,USER_af1b4d2df0,"Cancion viral por la SALUD MENTAL 🧠🌱 ¿Compartes?

{{URL}}",Contenido no interpretable
España,USER_af1b4d2df0,"Me acaban de dar una cita (hoy 8 de Mayo) para el 29 de Octubre. El estado recaudando más que nunca y la sanidad española yendo como una absoluta mierda. ¿En qué más se va nuestro dinero a parte de en enchufes a amigos y familiares, duplicidades y -en algunos casos- prostitutas? {{URL}}",Crítica a la sanidad pública y corrupción
España,USER_af1b4d2df0,#ElGranDesfile = nuestro dinero para carreteras y hospitales. 🦄,Gasto público
España,USER_af1b4d2df0,"Las madres deberían ser eternas PERO NO LO SON. Así que abrázala hoy pero también mañana. Disfruta el presente con ella y nunca te calles un te quiero.

Feliz día de la madre allá donde estés. Te echo mucho de menos.

{{URL}}",Día de la madre y nostalgia
España,USER_af1b4d2df0,Esta gente trabaja tan mal y tan poco que aún tienen tiempo de meterse en peleitas de X. Este señor por raro que parezca no es tertuliano de tele5 sino Ministro. Así está el nivel de {{LOCATION}} actualmente. {{PERSON}} puesta a dedo para señalar a ciudadanos que no les lamen el culo.,Crítica a políticos
España,USER_af1b4d2df0,En la Dana no activaron el nivel 3 mientras se ahogaban cientos de personas EN VARIAS CCAA. Hoy activaron el nivel 3 👍 #apagon,Crítica a gestión de emergencias
España,USER_af1b4d2df0,Recordad siempre informaros de medios oficiales que luchan contra los bulos de la ultra turbo derecha.,Medios y política
España,USER_af1b4d2df0,"{{PERSON}} mía... este es el nivel hacia el que nos ha llevado esta gente. Al menos ya van sin careta, no como cuando nos engañaron a muchos adueñándose del 15M.

Eso de llamar fascista a quien hace preguntas incómodas es muy de la escuela venezolana.",Crítica política
España,USER_af1b4d2df0,Quiero ampliar mi salón para poner una piscina antifascista. ¿Me hacéis bizum?,Humor político
España,USER_af1b4d2df0,"Espectacular, cuando hace nada se creó una cátedra adoc en la universidad para su señora. Se la pela todo.",Corrupción
España,USER_af1b4d2df0,No da votos = no es urgente,Crítica política
España,USER_af1b4d2df0,"Imprescindible este repaso histórico de {{USER_MENTION}}, el por qué del mal uso de la palabra latinoamericano para referirse a los hispanohablantes del continente americano y lo que está detrás de esto y la propaganda de la Leyenda negra.

Completo en {{URL}} {{URL}}",Historia y lingüística
España,USER_441fed8c65,"{{LOCATION}}, conexión, complicidad u confianza. 
amistad sana y querer bien, eres luz
{{USER_MENTION}} no me quedan palabras para ti, te quiero y te admiro 💙 {{URL}}",Afecto/amistad
España,USER_441fed8c65,todo está mal pero lo llevo bien,Afrontamiento personal
España,USER_441fed8c65,reconocerme y rehacerme,Autorreflexión
España,USER_441fed8c65,entre la congestión y la ansiedad puede q hoy muera ahogada 🥲,Malestar físico/emocional
España,USER_441fed8c65,"{{PERSON}} pensé que provocaría esto en alguien siendo como soy, pero qué suerte contigo, amiga 💙
{{USER_MENTION}} {{URL}}",Afecto/amistad
España,USER_441fed8c65,{{PERSON}} yendo a la psicóloga después d 3 meses y espero q esté preparada para los bombazos q le tengo q contar 🙂,Búsqueda de apoyo profesional
España,USER_441fed8c65,d cuando m veo tipazo 🥴 {{URL}},Autoestima física
España,USER_441fed8c65,hoy m he reencontrado con una profe del grado medio y al despedirse me ha dicho: “recuerda que eres lo mejor que tienes y que no hay nadie mejor que tú”; y la vd q qué bonito mirarse desde esa perspectiva ✨,Autoafirmación
España,USER_441fed8c65,"en serio os prometo q ojalá parecerme más a ella y no solo en la ropa. 
grax x ser mi {{PERSON}} y d mis personas fav en el mundo, {{PERSON}} 💙",Admiración/gratitud
España,USER_441fed8c65,"ideas bonitas por gente bonita ✨
{{USER_MENTION}} &lt;3 {{URL}}",Apreciación positiva
España,USER_441fed8c65,"🏹🏹🏹
- {{USER_MENTION}} {{URL}}",Contenido no interpretable
España,USER_441fed8c65,llevaba unos días así 📉📈📉📈📉📈 y m han dado una noticia q m ha mantenido así 📈 🥰🥰,Cambio de ánimo positivo
España,USER_441fed8c65,❤️‍🩹 - {{USER_MENTION}} {{URL}},Contenido no interpretable
España,USER_441fed8c65,"🏹🖤✨ 
- {{USER_MENTION}} {{URL}}",Contenido no interpretable
España,USER_441fed8c65,literalmente podría dedicarme a pegar carteles q {{PERSON}} siempre confiará en mí 💙 {{USER_MENTION}} {{URL}},Confianza mutua
España,USER_441fed8c65,feliz y contenta d no darme asco en una foto d carnet ✌🏽 {{URL}},Autoaceptación
España,USER_441fed8c65,🖤✨ - {{USER_MENTION}} {{URL}},Contenido no interpretable
España,USER_441fed8c65,nueva necesidad desbloqueada:,Nuevos intereses
España,USER_441fed8c65,"🖤; ¿a qué momento viajas?
- {{USER_MENTION}} 🔥 {{URL}}",Pregunta reflexiva
España,USER_441fed8c65,🖤 {{USER_MENTION}} {{URL}},Contenido no interpretable
España,USER_441fed8c65,{{USER_MENTION}} ✨ {{URL}},Contenido no interpretable
España,USER_441fed8c65,"🖤 
- {{USER_MENTION}} {{URL}}",Contenido no interpretable
España,USER_57151917b8,"Abro hilo, de esos que me sirven solo para desahogar.
Me quedan 70 libros (autopublicados) en mi casa, los miro con recelo porque me cuesta entender por qué no se apoya al pequeño autor, como al pequeño comercio(u otros ejemplos) y sí apoyamos los que no lo necesitan (ej. VIP)",Publicación de libros
España,USER_57151917b8,"Abro hilo que quizás(seguro) pocos (o nadie lea).
En Agosto me llegó a a casa mi primer libro (autopublicado). Todo era felicidad hasta que te das cuenta de que es un mundo no solo difícil si no en cierto modo, de mentira. (Continuo)",Publicación de libros
España,USER_57151917b8,7 años después...🤣 {{URL}},Reflexión personal
España,USER_57151917b8,"Lo imposible está a un beso de lo posible.
No sé...piénsalo mientras me piensas vale??
Y si en… {{URL}}",Romance/poesía
España,USER_57151917b8,"Fotos con clase. Clases de fotos.
Escribo lo que me pasa por la mente en un momento… {{URL}}",Fotografía
España,USER_57151917b8,"Consejos muy pendejos.
{{PERSON}} sin contrato y pactos imputados por impactos de sobremesa, duchas… {{URL}}",Crítica/humor
España,USER_57151917b8,"Y paso de todo, porque todo pasa. 
Y estoy tranquila porque supe estar ausente.
Y no duele… {{URL}}",Reflexión personal
España,USER_57151917b8,"Y pisa la arena. Recorre mis pasos. Bórralos. Hazlos de nuevo. {{LOCATION}}. {{LOCATION}}. 
{{LOCATION}}… {{URL}}",Viajes/naturaleza
España,USER_57151917b8,"Y es una droga para mi mente. Porque me apacigua.
Y es un amante perfecto, porque sabe siempre… {{URL}}",Romance/poesía
España,USER_57151917b8,"Quiero equilibrarme aunque sea en cuesta y la gravedad haga su efecto.
Ver las cosas boca abajo… {{URL}}",Reflexión personal
España,USER_57151917b8,"Amor de perra.
{{PERSON}}. Sincero. Con garra. Con fuerza. 
{{PERSON}}. {{PERSON}}. 
{{PERSON}} con tu… {{URL}}",Amor/relaciones
España,USER_57151917b8,"Y a veces fría y otras caliente.
A veces pienso, a veces son mis vísceras las que… {{URL}}",Reflexión personal
España,USER_57151917b8,"Me acabo de enamorar. A mi regálame este poema y yo te regalo mi ropa interior. {{PERSON}}.

""Me gusta… {{URL}}",Amor/romance
España,USER_57151917b8,"Tapamos imperfecciones como si por ello fueran a desaparecer. 
Cerramos los ojos cual niños… {{URL}}",Reflexión social/filosofía
España,USER_57151917b8,"Para ✋🏻que yo me bajo...espera no, que me subo.
Me subo a la espalda y te soplo.
Te gusta?? Qué… {{URL}}",Flirteo/interacción personal
España,USER_57151917b8,"Las burbujas de cada ola marcaban el compás y no era nada porque lo era todo. 
Todo lo que… {{URL}}",Naturaleza/poesía
España,USER_57151917b8,"Y el horizonte me dirá lo que quiero saber, pero también {{PERSON}} dijo una vez, que ""Quien busque… {{URL}}",Búsqueda de sentido/filosofía
España,USER_57151917b8,"QUE VIVAN MAS MUJERES....
Vida solo hay una, vívela fuera de estereotipos.
Se tú misma sin miedo… {{URL}}",Empoderamiento femenino
España,USER_57151917b8,"La magia del Noble Arte.
Que te llena. Que te engancha cual droga. Que embelesa mentes y atrapa… {{URL}}",Deportes (boxeo)
España,USER_57151917b8,"No puedo evitar sentirme salvaje. 
Quiero hacer lo que me da la gana.
Y andar en pelotas cuando… {{URL}}",Libertad personal/rebeldía
España,USER_57151917b8,"Hoy, soy más experta que ayer y más niña que mañana.
Hoy parece un día normal y no es más… {{URL}}",Reflexión personal/tiempo
España,USER_25632cf3ea,¿Habéis visto que {{PERSON}} Me caso 💒,Contenido no interpretable
España,USER_25632cf3ea,Hasta el ch8,Contenido no interpretable
España,USER_25632cf3ea,No puedo dormir pensando que {{PERSON}} sacó Virtual Diva en {{NUMBER}} (la grabó en {{NUMBER}}) y Hatsune Miku tiene actualmente 18 años (es del {{NUMBER}}),Contenido no interpretable
España,USER_25632cf3ea,Well I'm insane #joshler #twentyonepilots #clique {{URL}},Contenido no interpretable
España,USER_25632cf3ea,Make the same but with Gojo,Contenido no interpretable
España,USER_25632cf3ea,"La gente en los comentarios diciendo que sí es sexual porque tiene clips para el pelo y calcetines altos, pero yo lo que veo sus es que haya movido la cola para hacer esa última foto xdddd",Contenido no interpretable
España,USER_25632cf3ea,No estoy gestionando nada bien la ansiedad ni las emociones fuertes...,Contenido no interpretable
España,USER_25632cf3ea,Me han hackeado la cuenta si os mandan vídeos míos desnudo es porque ya la he recuperado,Contenido no interpretable
España,USER_25632cf3ea,Me voy a cambiar el nick porque ya mismo es el 10 aniversario de {{LOCATION}} ❤️🖤🤍,Contenido no interpretable
España,USER_25632cf3ea,"*mi novio le pega una torta a la almohada*
Yo: ¿Qué pasa?
Él: una mascotilla
Yo: ¿Eh?
Él: iba a matarla
Yo: ???
...
Yo: ¿Una mascotilla?
Él: sí una mosquitilla, que soy disléxico
*me desinflo y se me sale un pulmón* 😹",Contenido no interpretable
España,USER_25632cf3ea,"Así os leo, con una gata ronroneando sobre mi pecho {{URL}}",Contenido no interpretable
España,USER_25632cf3ea,Acabamos de ver Mufasa y tengo una pregunta para {{PERSON}}: ¿Los malos tenían que ser de otra raza? 🤨,Contenido no interpretable
España,USER_25632cf3ea,"Wow, aquí hacen unos 15 graditos y se está súper fresquito, pero como es {{LOCATION}} en cualquier momento suben y empieza a picar el sol de la hostia...",Contenido no interpretable
España,USER_25632cf3ea,POR FIN HA LLEGADO EL DÍA!!! {{URL}},Contenido no interpretable
España,USER_25632cf3ea,Tengo una foto con {{USER_MENTION}} del Gamepolis de {{NUMBER}} o por ahí ronda 🤔 {{URL}},Contenido no interpretable
España,USER_25632cf3ea,"Debería probar a pintar algo de Hora de Aventuras, pero es una pena porque no me queda ningún lienzo",Contenido no interpretable
España,USER_25632cf3ea,No me toquéis el coño porque ya estoy hasta la polla,Contenido no interpretable
España,USER_25632cf3ea,"Me encanta el elefante tipo ""no sé qué me habré comido, pero ese ñordo se mueve y me está observando"" 🤨",Contenido no interpretable
España,USER_25632cf3ea,Oye que no se queda ronca la gata por más que maulla a grito puro durante minutos sin parar,Contenido no interpretable
España,USER_25632cf3ea,"A mí de peque no me gustaban, pero a día de hoy me haría uno, ¿ustedes qué opinan? 🤔",Contenido no interpretable
España,USER_25632cf3ea,"Algo que me gusta mucho de {{LOCATION}} es que tiene media cara atigrada y la otra media naranja, según por dónde la mires parece un gato distinto, es como si llevase una máscara",Contenido no interpretable
España,USER_25632cf3ea,Estoy creando el café {{LOCATION}} en los Sims y haré un puñado de Ghouls que serán vampiros y lo lleven ☕🩸,Contenido no interpretable
España,USER_eb1f1e142d,💀❤ {{URL}},Contenido no interpretable
España,USER_eb1f1e142d,Ojalá en tus brazos papá.,Contenido no interpretable
España,USER_eb1f1e142d,{{USER_MENTION}} 🐹🐢❤,Contenido no interpretable
España,USER_eb1f1e142d,"Que me demuestra lo que es vivir ,
y eso es lo que más vale.",Contenido no interpretable
España,USER_eb1f1e142d,Su sonrisa.,Contenido no interpretable
España,USER_eb1f1e142d,Pirata ❤,Contenido no interpretable
España,USER_eb1f1e142d,De algo malo salió algo bueno y eso son ellas 💚💚💚,Contenido no interpretable
España,USER_eb1f1e142d,Agradecerle que me entienda como lo está haciendo {{USER_MENTION}} 💚💚💚,Contenido no interpretable
España,USER_eb1f1e142d,{{LOCATION}} por dentro.,Contenido no interpretable
España,USER_eb1f1e142d,"Me encanta mirarle , sin que se de cuenta",Contenido no interpretable
España,USER_eb1f1e142d,"No sabía que andar de noche me llegase a gustar tanto , vaaaamos💪🏼💪🏼",Contenido no interpretable
España,USER_eb1f1e142d,Los exámenes de esta semana van a ser de 0 😞,Contenido no interpretable
España,USER_eb1f1e142d,Aqui en esta vida no se puede ser feliz JAJAJAJAJA,Contenido no interpretable
España,USER_eb1f1e142d,Se a quien no voy a olvidar nunca y a quien voy a olvidar en dos dias,Contenido no interpretable
España,USER_eb1f1e142d,Siento como que me falta algo,Contenido no interpretable
España,USER_eb1f1e142d,Deseando irme yaaa,Contenido no interpretable
España,USER_eb1f1e142d,Si estuvieras aquí abuelo todo sería diferente,Contenido no interpretable
España,USER_eb1f1e142d,Soy más fuerte de lo que pensaba,Contenido no interpretable
España,USER_eb1f1e142d,No sabes cuanta falta me haces abuelo.,Contenido no interpretable
España,USER_eb1f1e142d,Tener las sábanas de invierno en cama ya es taan😍😍😍😍,Contenido no interpretable
España,USER_eb1f1e142d,Que tu novio vaya al examen y tu te quedes en su cama es taaaannnn😊😊😊,Contenido no interpretable
España,USER_4a417d6712,{{URL}} White Moon..,Lanzamiento musical
España,USER_4a417d6712,"¿Quién ha sido la última persona a la que le has dicho ""te quiero""? — {{USER_MENTION}} {{URL}}",Interacción personal
España,USER_4a417d6712,"En unas tres semanas o asi, me gustaria sacar algo.. Ya veremos como voy y como va el asunto para que sea posible.",Planificación musical
España,USER_4a417d6712,"Como yo, solo estoy yo. Los argumentos de "" te copias de "" despues de 5 años, solo y atope, se os quedan muy anticuados. Es triste.",Defensa de autoría
España,USER_4a417d6712,"{{URL}} A mi asemejadme con quien os plazca, a cada tema me poneis un estilo de y para mi es un orgullo! Lo suelto mio.",Identidad artística
España,USER_4a417d6712,"NUEVO TEMA EN RAPEO A CÁMARA GRABADO POR {{USER_MENTION}} LLAMADO.. 

"" EGÓLATRA "" {{URL}}",Lanzamiento musical
España,USER_4a417d6712,"{{URL}} NUEVO RAPEO A CÁMARA GRABADO POR {{USER_MENTION}} LLAMADO...

'' EGÓLATRA ''",Lanzamiento musical
España,USER_4a417d6712,"EN CUANTO SE PROCESE EL VIDEO, LO SUELTO.. 

'' EGÓLATRA ''",Lanzamiento musical
España,USER_4a417d6712,{{PERSON}}.,Contenido no interpretable
España,USER_4a417d6712,"EN BREVES RAPEO A CÁMARA..

'' EGÓLATRA '' con {{USER_MENTION}} a la cámara..",Lanzamiento musical
España,USER_4a417d6712,Debido al tiempo esta complicaete que pueda grabar el rapeo a camara.. Pero vamos.. No descarto el tenerlo hoy.,Proceso de producción musical
España,USER_4a417d6712,Instrumental producida por mi para {{USER_MENTION}}.. {{URL}},Producción musical
España,USER_4a417d6712,Para que veais con lo que comunique hace poco.. Hoy o esta semana que viene si no pasa nada teneis rapeo a {{LOCATION}}..,Promoción musical
España,USER_4a417d6712,{{PERSON}}.,Contenido no interpretable
España,USER_4a417d6712,"Tengo un rapeo a camara preparado para en breves que sea grabado por {{USER_MENTION}} y soltarlo.. {{LOCATION}} sea hoy, la semana que viene..",Planificación musical
España,USER_4a417d6712,Hazme una pregunta | {{URL}},Interacción con audiencia
España,USER_4a417d6712,Publica una foto de tu pareja para este {{LOCATION}}. — {{USER_MENTION}} No tengo otra mejor a mano. {{URL}},Vida personal
España,USER_4a417d6712,Preparando instrumentales para {{USER_MENTION}} ...,Producción musical
España,USER_4a417d6712,"Me llegan mensajes de distintas partes de {{LOCATION}} y de fuera, como comprendereis un alago enorme para mi. {{PERSON}} y lo siento. {{LOCATION}}.",Agradecimiento a fans
España,USER_4a417d6712,"Cocinando temas, colaboraciones, instrumentales.. Mucha variedad en contenido y lo mejor.. Mucho contenido.",Proceso de producción musical
España,USER_4a417d6712,"Preparando varios temas para soltarlos pronto.. {{LOCATION}} puros, de los que a mi me sacian..",Planificación musical
España,USER_d400792014,I really will miss you 💜 {{URL}},Sentimientos personales
España,USER_d400792014,"De verdad, un poquito más falso y explotas😕😂",Crítica interpersonal
España,USER_d400792014,"Cuando llaman a los condones ""chubasqueros del amor"" Jajaja😂😂😂😂",Humor
España,USER_d400792014,"Si van a subir un vídeo a YouTube con la letra de una canción,por favor,no ponga  faltas de ortografía. Porque duele.",Queja sobre contenido digital
España,USER_d400792014,"{{PERSON}}, escuchas las cintas muy despacio. Dale vida. Que me estreso.",Interacciones personales
España,USER_d400792014,Lo peor que he hecho ha sido engancharme ahora a TRW. Señor😣,Entretenimiento
España,USER_d400792014,En junio me hago cuenta en {{PERSON}}. Que si no me engancho y a tomar por culo la pau😣,Estudios y ocio
España,USER_d400792014,Dicen que {{PERSON}} pronuncia mal en español. A saber lo que piensa él cuando ustedes cantan en inglés señores😂,Humor
España,USER_d400792014,"Se me están ocurriendo ideas para fotos de las cuales mañana por la mañana no me acordaré, seguro.",Creatividad
España,USER_d400792014,Alguien me puede explicar por qué estoy llorando con un vídeo de una sorpresa que hice. Por qué señor. Por qué.,Sentimientos personales
España,USER_d400792014,No se cambien el nombre que luego no los encuentro y lloro😣😣😣😣,Interacciones en redes sociales
España,USER_d400792014,"Tarde o temprano, conseguirás todo lo que te propongas🔜☉✔ @ Montaña… {{URL}}",Motivación personal
España,USER_d400792014,"Si alguien me quiere un poquito, que vaya conmigo al concierto de Beret en {{LOCATION}} o {{LOCATION}}. {{LOCATION}}",Planes de ocio
España,USER_d400792014,"{{PERSON}}, te caigo mal pero vamos, me da que me tienes en notificaciones😅",Interacciones personales
España,USER_d400792014,"Te importa contestarme ya, es importante 😣😣😣😣😣😣😣 {{USER_MENTION}}",Comunicación urgente
España,USER_d400792014,Verán la gracia cuando esté en clase y yo sin haber dormido una mierda,Vida estudiantil
España,USER_d400792014,HAN VUELTO LOS ESTADOS SEÑOR😍👏,Redes sociales
España,USER_d400792014,"Acabo de encontrar al amor de mi vida. Si alguien necesita algo de una ferretería, yo voy.",Humor
España,USER_d400792014,Doy fe😂 {{URL}},Contenido no interpretable
España,USER_d400792014,Este año no estás aquí para regalarmelos. Pero me hacen falta 😣 {{USER_MENTION}} {{URL}},Sentimientos de ausencia
España,USER_d400792014,He quedado en 1 hora. Vamos a empezar.,Planes sociales
España,USER_f39e1cfd0a,Te quiero... Pero también te odio un poquito por las fotos 😍🔪☠ {{URL}},Sentimientos complejos
España,USER_f39e1cfd0a,"“Me habló de sus sueños, sus gustos y sus aspiraciones. Me encantaban, eran las que yo tambien quería. {{PERSON}} que no las cumpliríamos juntos”",Desilusión amorosa
España,USER_f39e1cfd0a,"""No compitas con nadie, no tienes que demostrarle nada a nadie no tienes que llegar a donde otro llegó, solo superar tus propios límites.""",Superación personal
España,USER_f39e1cfd0a,"“Estoy en un punto de mi vida en que no me enamora el aspecto de una persona, sino mas bien lo que su alma puede impactar en mí..”",Valores en relaciones
España,USER_f39e1cfd0a,"Blonde hair look fucking gorgeous on you fair bitch, well, like everything, love ya. {{USER_MENTION}}",Elogio y afecto
España,USER_f39e1cfd0a,Tan yo... {{URL}},Contenido no interpretable
España,USER_f39e1cfd0a,“No desperdiciare lágrimas extrañando a alguien que nunca me extrañó.”,Desapego emocional
España,USER_f39e1cfd0a,No. 😐 {{URL}},Contenido no interpretable
España,USER_f39e1cfd0a,. {{URL}},Contenido no interpretable
España,USER_f39e1cfd0a,{{URL}},Contenido no interpretable
España,USER_f39e1cfd0a,{{URL}},Contenido no interpretable
España,USER_f39e1cfd0a,"“Quiero viajar, quiero perderme.”",Deseo de viajar
España,USER_f39e1cfd0a,"“No digas que me conoces, tu sólo sabes lo que yo te he querido mostrar.”",Percepción personal
España,USER_f39e1cfd0a,"“Si te enamoraste de su personalidad, te enamoraste de todo.”",Valores en relaciones
España,USER_f39e1cfd0a,"“Vendrán días mejores, pero no días contigo.”",Desamor
España,USER_f39e1cfd0a,"505. No te conozco en persona, pero me encantaría, me has ayudado mucho estando ahí y escuchándome cuando lo necesitaba, {{PERSON}}.",Agradecimiento
España,USER_f39e1cfd0a,"{{NUMBER}}. No es que seas muy maja, pero a mí me caes muy bien, y si saben tratarte eres de lo mejorcito que hay. 😊",Apreciación personal
