territorio,usuario,tweet
España,USER_6336fab1dc,"A veces, una sonrisa es todo lo que se necesita para mejorar un día. {{URL}}"
España,USER_6336fab1dc,Existe algo mejor que linkin park acompañado de lluvia?
España,USER_6336fab1dc,"Es viernes, pero lo siento como un lunes... algo estoy haciendo mal"
España,USER_6336fab1dc,#BatallaDeLosGallos BRUTAAAAAAL LA REPLICA DIOS MIO NIVELAZO DE FORCE
España,USER_6336fab1dc,{{USER_MENTION}} y {{USER_MENTION}}  tenemos que hacer un reencuentro epico.
España,USER_6336fab1dc,La vida se vive mejor con una sonrisa. {{URL}}
España,USER_6336fab1dc,Y en ninguna aparezco yo de prota. {{URL}}
España,USER_6336fab1dc,Demasiadas. {{URL}}
España,USER_6336fab1dc,{{USER_MENTION}} {{USER_MENTION}} {{USER_MENTION}} 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 {{URL}}
España,USER_6336fab1dc,"Es increíble ver como siguen sumando los momentos que compartimos juntos, la cantidad de… {{URL}}"
España,USER_6336fab1dc,¡Soy la 0.ª persona que se ha pasado el paquete Rata de WordBrain en todo el mundo! #wordbrain #words
España,USER_6336fab1dc,Otro año más todos juntos disfrutando de este gran deporte que une a tantas personas. Os doy las… {{URL}}
España,USER_6336fab1dc,😍😍😍😍😍 {{URL}}
España,USER_6336fab1dc,Ayer fue un gran día con los mejores. Espero que nuestra cumpleañera se lo pasara tan bien como… {{URL}}
España,USER_6336fab1dc,Creo que esto lo llevo grabado a fuego. {{URL}}
España,USER_6336fab1dc,Siempre lloro con au muerte..
España,USER_6336fab1dc,Flipping😂😂😂
España,USER_6336fab1dc,Me lo apunto en cosas que nunca van a pasar.
España,USER_6336fab1dc,Vaya mañana llevo😂😂😂😂
España,USER_6336fab1dc,"Mi frase en ma vida ""yo paso"""
España,USER_6336fab1dc,Eso me digo... {{URL}}
España,USER_6336fab1dc,{{PERSON}} girl. {{URL}}
España,USER_af1b4d2df0,Espero ver el día en el que se erradique esta lacra llamada cáncer que nos roba tanta gente bonita y amigos. {{PERSON}} enorme para familiares y amigos de {{PERSON}} 💔💔💔
España,USER_af1b4d2df0,Me he quedado de piedra por tu marcha Vero. Los pequeños ratitos que coincidimos siempre fueron magia. Me quedo con las ganas de haber trabajado con una de las mejores actrices del país. Dale un abrazo a {{PERSON}}. {{URL}}
España,USER_af1b4d2df0,"Me parece genial, les echamos y a vosotros también. Sobran políticos y enchufados en el congreso. De hecho, ahora mismo con la disciplina de voto con que paguemos un diputado por partido nos sobra..."
España,USER_af1b4d2df0,Si el PP cede q los chantajes de 4 grupos separatistas es que les importa más el poder que la ciudadanía. Elecciones y cambio de la ley electoral hacia elección directa y listas abiertas. {{LOCATION}} ya de que gobiernen {{LOCATION}} partidos minoritarios que quieran destruirla. {{URL}}
España,USER_af1b4d2df0,"{{PERSON}} se atornilla al poder. {{PERSON}} estamos en una dictadura: no hay herramientas de límite ni control. {{LOCATION}} SON CÓMPLICES de que nos gobierne una organización criminal. Ellos le sostienen por intereses espurios y para seguir esquilmándonos

#PSOECorrupción"
España,USER_af1b4d2df0,Lo de esta secta es de hacérselo mirar. Ya somos Venezuela.
España,USER_af1b4d2df0,Ya sólo por esto tendríamos que haber echado a PSOE y sus acólitos. Alguien que toca a la baja el delito de malversación es porque está interesado más allá. Movimientos corruptos como estos deberían estar prohibidos. {{URL}}
España,USER_af1b4d2df0,"Silencio de los exponentes de la ""cultura"" en 🇪🇸. Con otro gobierno estarían echando espuma. Significados en causas extranjeras hasta que {{PERSON}} cambia de opinión como pasó con el {{LOCATION}}. No vaya ser que te señalen de facha y dejes de trabajar o te dejen sin dinero público.

#psoe"
España,USER_af1b4d2df0,"Me alegré cuando cayó {{PERSON}}. ahora, no entiendo por qué cierras filas por considerarte de izquierdas cuando tienes una noticia diaria de la mafia criminal del PSOE. Hay que acabar con la impunidad de los partidos que han convertido {{LOCATION}} en su chiringuito. Abre los ojos."
España,USER_af1b4d2df0,"""{{PERSON}}"" = hacer preguntas incómodas para controlar al poder. Vamos, lo que ha sido el periodismo toda la vida hasta que dejaron de vender periódicos. Entonces se convirtieron en sirvientes a cambio de publicidad institucional. Bonita ""partitocracia"" turbia se nos está quedando."
España,USER_af1b4d2df0,"Cancion viral por la SALUD MENTAL 🧠🌱 ¿Compartes?

{{URL}}"
España,USER_af1b4d2df0,"Me acaban de dar una cita (hoy 8 de Mayo) para el 29 de Octubre. El estado recaudando más que nunca y la sanidad española yendo como una absoluta mierda. ¿En qué más se va nuestro dinero a parte de en enchufes a amigos y familiares, duplicidades y -en algunos casos- prostitutas? {{URL}}"
España,USER_af1b4d2df0,#ElGranDesfile = nuestro dinero para carreteras y hospitales. 🦄
España,USER_af1b4d2df0,"Las madres deberían ser eternas PERO NO LO SON. Así que abrázala hoy pero también mañana. Disfruta el presente con ella y nunca te calles un te quiero.

Feliz día de la madre allá donde estés. Te echo mucho de menos.

{{URL}}"
España,USER_af1b4d2df0,Esta gente trabaja tan mal y tan poco que aún tienen tiempo de meterse en peleitas de X. Este señor por raro que parezca no es tertuliano de tele5 sino Ministro. Así está el nivel de {{LOCATION}} actualmente. {{PERSON}} puesta a dedo para señalar a ciudadanos que no les lamen el culo.
España,USER_af1b4d2df0,En la Dana no activaron el nivel 3 mientras se ahogaban cientos de personas EN VARIAS CCAA. Hoy activaron el nivel 3 👍 #apagon
España,USER_af1b4d2df0,Recordad siempre informaros de medios oficiales que luchan contra los bulos de la ultra turbo derecha.
España,USER_af1b4d2df0,"{{PERSON}} mía... este es el nivel hacia el que nos ha llevado esta gente. Al menos ya van sin careta, no como cuando nos engañaron a muchos adueñándose del 15M.

Eso de llamar fascista a quien hace preguntas incómodas es muy de la escuela venezolana."
España,USER_af1b4d2df0,Quiero ampliar mi salón para poner una piscina antifascista. ¿Me hacéis bizum?
España,USER_af1b4d2df0,"Espectacular, cuando hace nada se creó una cátedra adoc en la universidad para su señora. Se la pela todo."
España,USER_af1b4d2df0,No da votos = no es urgente
España,USER_af1b4d2df0,"Imprescindible este repaso histórico de {{USER_MENTION}}, el por qué del mal uso de la palabra latinoamericano para referirse a los hispanohablantes del continente americano y lo que está detrás de esto y la propaganda de la Leyenda negra.

Completo en {{URL}} {{URL}}"
España,USER_441fed8c65,"{{LOCATION}}, conexión, complicidad u confianza. 
amistad sana y querer bien, eres luz
{{USER_MENTION}} no me quedan palabras para ti, te quiero y te admiro 💙 {{URL}}"
España,USER_441fed8c65,todo está mal pero lo llevo bien
España,USER_441fed8c65,reconocerme y rehacerme
España,USER_441fed8c65,entre la congestión y la ansiedad puede q hoy muera ahogada 🥲
España,USER_441fed8c65,"{{PERSON}} pensé que provocaría esto en alguien siendo como soy, pero qué suerte contigo, amiga 💙
{{USER_MENTION}} {{URL}}"
España,USER_441fed8c65,{{PERSON}} yendo a la psicóloga después d 3 meses y espero q esté preparada para los bombazos q le tengo q contar 🙂
España,USER_441fed8c65,d cuando m veo tipazo 🥴 {{URL}}
España,USER_441fed8c65,hoy m he reencontrado con una profe del grado medio y al despedirse me ha dicho: “recuerda que eres lo mejor que tienes y que no hay nadie mejor que tú”; y la vd q qué bonito mirarse desde esa perspectiva ✨
España,USER_441fed8c65,"en serio os prometo q ojalá parecerme más a ella y no solo en la ropa. 
grax x ser mi {{PERSON}} y d mis personas fav en el mundo, {{PERSON}} 💙"
España,USER_441fed8c65,"ideas bonitas por gente bonita ✨
{{USER_MENTION}} &lt;3 {{URL}}"
España,USER_441fed8c65,"🏹🏹🏹
- {{USER_MENTION}} {{URL}}"
España,USER_441fed8c65,llevaba unos días así 📉📈📉📈📉📈 y m han dado una noticia q m ha mantenido así 📈 🥰🥰
España,USER_441fed8c65,❤️‍🩹 - {{USER_MENTION}} {{URL}}
España,USER_441fed8c65,"🏹🖤✨ 
- {{USER_MENTION}} {{URL}}"
España,USER_441fed8c65,literalmente podría dedicarme a pegar carteles q {{PERSON}} siempre confiará en mí 💙 {{USER_MENTION}} {{URL}}
España,USER_441fed8c65,feliz y contenta d no darme asco en una foto d carnet ✌🏽 {{URL}}
España,USER_441fed8c65,🖤✨ - {{USER_MENTION}} {{URL}}
España,USER_441fed8c65,nueva necesidad desbloqueada:
España,USER_441fed8c65,"🖤; ¿a qué momento viajas?
- {{USER_MENTION}} 🔥 {{URL}}"
España,USER_441fed8c65,🖤 {{USER_MENTION}} {{URL}}
España,USER_441fed8c65,{{USER_MENTION}} ✨ {{URL}}
España,USER_441fed8c65,"🖤 
- {{USER_MENTION}} {{URL}}"
España,USER_57151917b8,"Abro hilo, de esos que me sirven solo para desahogar.
Me quedan 70 libros (autopublicados) en mi casa, los miro con recelo porque me cuesta entender por qué no se apoya al pequeño autor, como al pequeño comercio(u otros ejemplos) y sí apoyamos los que no lo necesitan (ej. VIP)"
España,USER_57151917b8,"Abro hilo que quizás(seguro) pocos (o nadie lea).
En Agosto me llegó a a casa mi primer libro (autopublicado). Todo era felicidad hasta que te das cuenta de que es un mundo no solo difícil si no en cierto modo, de mentira. (Continuo)"
España,USER_57151917b8,7 años después...🤣 {{URL}}
España,USER_57151917b8,"Lo imposible está a un beso de lo posible.
No sé...piénsalo mientras me piensas vale??
Y si en… {{URL}}"
España,USER_57151917b8,"Fotos con clase. Clases de fotos.
Escribo lo que me pasa por la mente en un momento… {{URL}}"
España,USER_57151917b8,"Consejos muy pendejos.
{{PERSON}} sin contrato y pactos imputados por impactos de sobremesa, duchas… {{URL}}"
España,USER_57151917b8,"Y paso de todo, porque todo pasa. 
Y estoy tranquila porque supe estar ausente.
Y no duele… {{URL}}"
España,USER_57151917b8,"Y pisa la arena. Recorre mis pasos. Bórralos. Hazlos de nuevo. {{LOCATION}}. {{LOCATION}}. 
{{LOCATION}}… {{URL}}"
España,USER_57151917b8,"Y es una droga para mi mente. Porque me apacigua.
Y es un amante perfecto, porque sabe siempre… {{URL}}"
España,USER_57151917b8,"Quiero equilibrarme aunque sea en cuesta y la gravedad haga su efecto.
Ver las cosas boca abajo… {{URL}}"
España,USER_57151917b8,"Amor de perra.
{{PERSON}}. Sincero. Con garra. Con fuerza. 
{{PERSON}}. {{PERSON}}. 
{{PERSON}} con tu… {{URL}}"
España,USER_57151917b8,"Y a veces fría y otras caliente.
A veces pienso, a veces son mis vísceras las que… {{URL}}"
España,USER_57151917b8,"Me acabo de enamorar. A mi regálame este poema y yo te regalo mi ropa interior. {{PERSON}}.

""Me gusta… {{URL}}"
España,USER_57151917b8,"Tapamos imperfecciones como si por ello fueran a desaparecer. 
Cerramos los ojos cual niños… {{URL}}"
España,USER_57151917b8,"Para ✋🏻que yo me bajo...espera no, que me subo.
Me subo a la espalda y te soplo.
Te gusta?? Qué… {{URL}}"
España,USER_57151917b8,"Las burbujas de cada ola marcaban el compás y no era nada porque lo era todo. 
Todo lo que… {{URL}}"
España,USER_57151917b8,"Y el horizonte me dirá lo que quiero saber, pero también {{PERSON}} dijo una vez, que ""Quien busque… {{URL}}"
España,USER_57151917b8,"QUE VIVAN MAS MUJERES....
Vida solo hay una, vívela fuera de estereotipos.
Se tú misma sin miedo… {{URL}}"
España,USER_57151917b8,"La magia del Noble Arte.
Que te llena. Que te engancha cual droga. Que embelesa mentes y atrapa… {{URL}}"
España,USER_57151917b8,"No puedo evitar sentirme salvaje. 
Quiero hacer lo que me da la gana.
Y andar en pelotas cuando… {{URL}}"
España,USER_57151917b8,"Hoy, soy más experta que ayer y más niña que mañana.
Hoy parece un día normal y no es más… {{URL}}"
España,USER_25632cf3ea,¿Habéis visto que {{PERSON}} Me caso 💒
España,USER_25632cf3ea,Hasta el ch8
España,USER_25632cf3ea,No puedo dormir pensando que {{PERSON}} sacó Virtual Diva en {{NUMBER}} (la grabó en {{NUMBER}}) y Hatsune Miku tiene actualmente 18 años (es del {{NUMBER}})
España,USER_25632cf3ea,Well I'm insane #joshler #twentyonepilots #clique {{URL}}
España,USER_25632cf3ea,Make the same but with Gojo
España,USER_25632cf3ea,"La gente en los comentarios diciendo que sí es sexual porque tiene clips para el pelo y calcetines altos, pero yo lo que veo sus es que haya movido la cola para hacer esa última foto xdddd"
España,USER_25632cf3ea,No estoy gestionando nada bien la ansiedad ni las emociones fuertes...
España,USER_25632cf3ea,Me han hackeado la cuenta si os mandan vídeos míos desnudo es porque ya la he recuperado
España,USER_25632cf3ea,Me voy a cambiar el nick porque ya mismo es el 10 aniversario de {{LOCATION}} ❤️🖤🤍
España,USER_25632cf3ea,"*mi novio le pega una torta a la almohada*
Yo: ¿Qué pasa?
Él: una mascotilla
Yo: ¿Eh?
Él: iba a matarla
Yo: ???
...
Yo: ¿Una mascotilla?
Él: sí una mosquitilla, que soy disléxico
*me desinflo y se me sale un pulmón* 😹"
España,USER_25632cf3ea,"Así os leo, con una gata ronroneando sobre mi pecho {{URL}}"
España,USER_25632cf3ea,Acabamos de ver Mufasa y tengo una pregunta para {{PERSON}}: ¿Los malos tenían que ser de otra raza? 🤨
España,USER_25632cf3ea,"Wow, aquí hacen unos 15 graditos y se está súper fresquito, pero como es {{LOCATION}} en cualquier momento suben y empieza a picar el sol de la hostia..."
España,USER_25632cf3ea,POR FIN HA LLEGADO EL DÍA!!! {{URL}}
España,USER_25632cf3ea,Tengo una foto con {{USER_MENTION}} del Gamepolis de {{NUMBER}} o por ahí ronda 🤔 {{URL}}
España,USER_25632cf3ea,"Debería probar a pintar algo de Hora de Aventuras, pero es una pena porque no me queda ningún lienzo"
España,USER_25632cf3ea,No me toquéis el coño porque ya estoy hasta la polla
España,USER_25632cf3ea,"Me encanta el elefante tipo ""no sé qué me habré comido, pero ese ñordo se mueve y me está observando"" 🤨"
España,USER_25632cf3ea,Oye que no se queda ronca la gata por más que maulla a grito puro durante minutos sin parar
España,USER_25632cf3ea,"A mí de peque no me gustaban, pero a día de hoy me haría uno, ¿ustedes qué opinan? 🤔"
España,USER_25632cf3ea,"Algo que me gusta mucho de {{LOCATION}} es que tiene media cara atigrada y la otra media naranja, según por dónde la mires parece un gato distinto, es como si llevase una máscara"
España,USER_25632cf3ea,Estoy creando el café {{LOCATION}} en los Sims y haré un puñado de Ghouls que serán vampiros y lo lleven ☕🩸
España,USER_eb1f1e142d,💀❤ {{URL}}
España,USER_eb1f1e142d,Ojalá en tus brazos papá.
España,USER_eb1f1e142d,{{USER_MENTION}} 🐹🐢❤
España,USER_eb1f1e142d,"Que me demuestra lo que es vivir ,
y eso es lo que más vale."
España,USER_eb1f1e142d,Su sonrisa.
España,USER_eb1f1e142d,Pirata ❤
España,USER_eb1f1e142d,De algo malo salió algo bueno y eso son ellas 💚💚💚
España,USER_eb1f1e142d,Agradecerle que me entienda como lo está haciendo {{USER_MENTION}} 💚💚💚
España,USER_eb1f1e142d,{{LOCATION}} por dentro.
España,USER_eb1f1e142d,"Me encanta mirarle , sin que se de cuenta"
España,USER_eb1f1e142d,"No sabía que andar de noche me llegase a gustar tanto , vaaaamos💪🏼💪🏼"
España,USER_eb1f1e142d,Los exámenes de esta semana van a ser de 0 😞
España,USER_eb1f1e142d,Aqui en esta vida no se puede ser feliz JAJAJAJAJA
España,USER_eb1f1e142d,Se a quien no voy a olvidar nunca y a quien voy a olvidar en dos dias
España,USER_eb1f1e142d,Siento como que me falta algo
España,USER_eb1f1e142d,Deseando irme yaaa
España,USER_eb1f1e142d,Si estuvieras aquí abuelo todo sería diferente
España,USER_eb1f1e142d,Soy más fuerte de lo que pensaba
España,USER_eb1f1e142d,No sabes cuanta falta me haces abuelo.
España,USER_eb1f1e142d,Tener las sábanas de invierno en cama ya es taan😍😍😍😍
España,USER_eb1f1e142d,Que tu novio vaya al examen y tu te quedes en su cama es taaaannnn😊😊😊
España,USER_4a417d6712,{{URL}} White Moon..
España,USER_4a417d6712,"¿Quién ha sido la última persona a la que le has dicho ""te quiero""? — {{USER_MENTION}} {{URL}}"
España,USER_4a417d6712,"En unas tres semanas o asi, me gustaria sacar algo.. Ya veremos como voy y como va el asunto para que sea posible."
España,USER_4a417d6712,"Como yo, solo estoy yo. Los argumentos de "" te copias de "" despues de 5 años, solo y atope, se os quedan muy anticuados. Es triste."
España,USER_4a417d6712,"{{URL}} A mi asemejadme con quien os plazca, a cada tema me poneis un estilo de y para mi es un orgullo! Lo suelto mio."
España,USER_4a417d6712,"NUEVO TEMA EN RAPEO A CÁMARA GRABADO POR {{USER_MENTION}} LLAMADO.. 

"" EGÓLATRA "" {{URL}}"
España,USER_4a417d6712,"{{URL}} NUEVO RAPEO A CÁMARA GRABADO POR {{USER_MENTION}} LLAMADO...

'' EGÓLATRA ''"
España,USER_4a417d6712,"EN CUANTO SE PROCESE EL VIDEO, LO SUELTO.. 

'' EGÓLATRA ''"
España,USER_4a417d6712,{{PERSON}}.
España,USER_4a417d6712,"EN BREVES RAPEO A CÁMARA..

'' EGÓLATRA '' con {{USER_MENTION}} a la cámara.."
España,USER_4a417d6712,Debido al tiempo esta complicaete que pueda grabar el rapeo a camara.. Pero vamos.. No descarto el tenerlo hoy.
España,USER_4a417d6712,Instrumental producida por mi para {{USER_MENTION}}.. {{URL}}
España,USER_4a417d6712,Para que veais con lo que comunique hace poco.. Hoy o esta semana que viene si no pasa nada teneis rapeo a {{LOCATION}}..
España,USER_4a417d6712,{{PERSON}}.
España,USER_4a417d6712,"Tengo un rapeo a camara preparado para en breves que sea grabado por {{USER_MENTION}} y soltarlo.. {{LOCATION}} sea hoy, la semana que viene.."
España,USER_4a417d6712,Hazme una pregunta | {{URL}}
España,USER_4a417d6712,Publica una foto de tu pareja para este {{LOCATION}}. — {{USER_MENTION}} No tengo otra mejor a mano. {{URL}}
España,USER_4a417d6712,Preparando instrumentales para {{USER_MENTION}} ...
España,USER_4a417d6712,"Me llegan mensajes de distintas partes de {{LOCATION}} y de fuera, como comprendereis un alago enorme para mi. {{PERSON}} y lo siento. {{LOCATION}}."
España,USER_4a417d6712,"Cocinando temas, colaboraciones, instrumentales.. Mucha variedad en contenido y lo mejor.. Mucho contenido."
España,USER_4a417d6712,"Preparando varios temas para soltarlos pronto.. {{LOCATION}} puros, de los que a mi me sacian.."
España,USER_d400792014,I really will miss you 💜 {{URL}}
España,USER_d400792014,"De verdad, un poquito más falso y explotas😕😂"
España,USER_d400792014,"Cuando llaman a los condones ""chubasqueros del amor"" Jajaja😂😂😂😂"
España,USER_d400792014,"Si van a subir un vídeo a YouTube con la letra de una canción,por favor,no ponga  faltas de ortografía. Porque duele."
España,USER_d400792014,"{{PERSON}}, escuchas las cintas muy despacio. Dale vida. Que me estreso."
España,USER_d400792014,Lo peor que he hecho ha sido engancharme ahora a TRW. Señor😣
España,USER_d400792014,En junio me hago cuenta en {{PERSON}}. Que si no me engancho y a tomar por culo la pau😣
España,USER_d400792014,Dicen que {{PERSON}} pronuncia mal en español. A saber lo que piensa él cuando ustedes cantan en inglés señores😂
España,USER_d400792014,"Se me están ocurriendo ideas para fotos de las cuales mañana por la mañana no me acordaré, seguro."
España,USER_d400792014,Alguien me puede explicar por qué estoy llorando con un vídeo de una sorpresa que hice. Por qué señor. Por qué.
España,USER_d400792014,No se cambien el nombre que luego no los encuentro y lloro😣😣😣😣
España,USER_d400792014,"Tarde o temprano, conseguirás todo lo que te propongas🔜☉✔ @ Montaña… {{URL}}"
España,USER_d400792014,"Si alguien me quiere un poquito, que vaya conmigo al concierto de Beret en {{LOCATION}} o {{LOCATION}}. {{LOCATION}}"
España,USER_d400792014,"{{PERSON}}, te caigo mal pero vamos, me da que me tienes en notificaciones😅"
España,USER_d400792014,"Te importa contestarme ya, es importante 😣😣😣😣😣😣😣 {{USER_MENTION}}"
España,USER_d400792014,Verán la gracia cuando esté en clase y yo sin haber dormido una mierda
España,USER_d400792014,HAN VUELTO LOS ESTADOS SEÑOR😍👏
España,USER_d400792014,"Acabo de encontrar al amor de mi vida. Si alguien necesita algo de una ferretería, yo voy."
España,USER_d400792014,Doy fe😂 {{URL}}
España,USER_d400792014,Este año no estás aquí para regalarmelos. Pero me hacen falta 😣 {{USER_MENTION}} {{URL}}
España,USER_d400792014,He quedado en 1 hora. Vamos a empezar.
España,USER_f39e1cfd0a,Te quiero... Pero también te odio un poquito por las fotos 😍🔪☠ {{URL}}
España,USER_f39e1cfd0a,"“Me habló de sus sueños, sus gustos y sus aspiraciones. Me encantaban, eran las que yo tambien quería. {{PERSON}} que no las cumpliríamos juntos”"
España,USER_f39e1cfd0a,"""No compitas con nadie, no tienes que demostrarle nada a nadie no tienes que llegar a donde otro llegó, solo superar tus propios límites."""
España,USER_f39e1cfd0a,"“Estoy en un punto de mi vida en que no me enamora el aspecto de una persona, sino mas bien lo que su alma puede impactar en mí..”"
España,USER_f39e1cfd0a,"Blonde hair look fucking gorgeous on you fair bitch, well, like everything, love ya. {{USER_MENTION}}"
España,USER_f39e1cfd0a,Tan yo... {{URL}}
España,USER_f39e1cfd0a,“No desperdiciare lágrimas extrañando a alguien que nunca me extrañó.”
España,USER_f39e1cfd0a,No. 😐 {{URL}}
España,USER_f39e1cfd0a,. {{URL}}
España,USER_f39e1cfd0a,{{URL}}
España,USER_f39e1cfd0a,{{URL}}
España,USER_f39e1cfd0a,"“Quiero viajar, quiero perderme.”"
España,USER_f39e1cfd0a,"“No digas que me conoces, tu sólo sabes lo que yo te he querido mostrar.”"
España,USER_f39e1cfd0a,"“Si te enamoraste de su personalidad, te enamoraste de todo.”"
España,USER_f39e1cfd0a,"“Vendrán días mejores, pero no días contigo.”"
España,USER_f39e1cfd0a,"505. No te conozco en persona, pero me encantaría, me has ayudado mucho estando ahí y escuchándome cuando lo necesitaba, {{PERSON}}."
España,USER_f39e1cfd0a,"{{NUMBER}}. No es que seas muy maja, pero a mí me caes muy bien, y si saben tratarte eres de lo mejorcito que hay. 😊"
España,USER_f39e1cfd0a,"23. Eres una de las personas que mejor me cae y a la que más odio, solo tú me puedes sacar de quicio tanto, pero te aprecio."
España,USER_f39e1cfd0a,"18. La verdad a que me caes muy bien, a veces me sacas de quicio, pero como tienes gatos se me pasa."
España,USER_f39e1cfd0a,"Venga va, yo también quiero hacerlo. (Dejadme uno o dos al menos.) {{URL}}"
España,USER_f39e1cfd0a,"""No sabes lo bien que me hace sentir, que te vayas de mi vida."""
España,USER_f39e1cfd0a,“Me ilusioné con algo que desde el principio sabía que no se podría.”
España,USER_e4ba2db8c9,{{URL}}
España,USER_e4ba2db8c9,Decorar la jaula no te hará libre.
España,USER_e4ba2db8c9,{{USER_MENTION}} {{URL}}
España,USER_e4ba2db8c9,{{USER_MENTION}} soy yo y tu animandome {{URL}}
España,USER_e4ba2db8c9,Hay historias que son sólo de uno.
España,USER_e4ba2db8c9,"{{LOCATION}}, hoy se sale?"
España,USER_e4ba2db8c9,"De repente cuando empieza a ir algo bien en tu vida, tienes miedo, mucho miedo, porque no estás acostumbrado a qe las cosas salga bien nunca"
España,USER_e4ba2db8c9,{{URL}}
España,USER_e4ba2db8c9,Hay días tontos y....
España,USER_e4ba2db8c9,Odio cuando me apetece hablar a alguien porque odio hacerlo.
España,USER_e4ba2db8c9,{{PERSON}} calma
España,USER_e4ba2db8c9,"Me a entrado curiosidad de repente.. 
Tenéis el ombligo..."
España,USER_e4ba2db8c9,Yo todos los dias {{URL}}
España,USER_e4ba2db8c9,{{URL}}
España,USER_e4ba2db8c9,"Cada cual es mejor, juro que paro ya {{URL}}"
España,USER_e4ba2db8c9,Nada más que añadir xd {{URL}}
España,USER_e4ba2db8c9,{{URL}}
España,USER_e4ba2db8c9,"No entres, te asustaras."
España,USER_e4ba2db8c9,He vuelto a ver al amor de vida (aunque el aún no lo sepa) por tercera vez
España,USER_e4ba2db8c9,{{URL}}
España,USER_980fc973e2,#DESAL_IA #VIVEAHORA {{USER_MENTION}} {{URL}}
España,USER_980fc973e2,Calmar la desesperación de mi amiga por ir a #Desalia{{NUMBER}} {{URL}}
España,USER_980fc973e2,#{{LOCATION}} he pasado tanta vergüenza cuando mi amiga se equivocó de grupo y paso este video (adjunto) por un grupo de controles con 257 personas de nuestro pueblo {{USER_MENTION}} {{URL}}
España,USER_980fc973e2,Nos las quitan de las manosss
España,USER_980fc973e2,Sin palabra alguna
España,USER_980fc973e2,{{USER_MENTION}}
España,USER_980fc973e2,{{USER_MENTION}} {{USER_MENTION}} {{USER_MENTION}} {{USER_MENTION}}
España,USER_980fc973e2,No se a vosotras pero a mi hacerme unos buenos rayotes bien hechos me pone muy feliz
España,USER_980fc973e2,"Nacemos solos, morimos igual"
España,USER_980fc973e2,Para ya de darle vueltas a esa mente que te está matando y demos una vuelta por el bar
España,USER_980fc973e2,{{URL}}
España,USER_980fc973e2,Se pone en ámbar y acelera
España,USER_980fc973e2,¿Y ahora quién va a limpiar todo este puto desastre?
España,USER_980fc973e2,Me quedaré con muchas ganas de verte
España,USER_980fc973e2,El problema es que siempre hay un problema
España,USER_980fc973e2,Quiero que me mires cuando pase
España,USER_980fc973e2,Me puedo acostar ya??
España,USER_980fc973e2,"Guarda una parte de mi, por si algún día te falta"
España,USER_980fc973e2,"Lo tengo todo claro, pero te miro y me lleno de dudas"
España,USER_980fc973e2,"{{LOCATION}}, me lio, la lio y te vas"
España,USER_980fc973e2,Tú y yo pegamos y tú poniendo pegas
España,USER_980fc973e2,yo con cada decisión de mi vida
España,USER_5adae5633a,Te juro que llegar a casa enamorada es magia «
España,USER_5adae5633a,"Tenía demonios pero ya ni me asusto, caminar con ganas de comerme el mundo «"
