territorio,usuario,total_tweets,tweets_salud_mental,proporcion_salud_mental,clasificacion_usuario
Gallego,USER_8c28b2c528,25,0,0.0,control
Gallego,USER_8c3599b8e5,25,2,0.08,control
Gallego,USER_bc50c7dd74,25,0,0.0,control
Gallego,USER_6604a76bd2,25,0,0.0,control
Gallego,USER_4fdcca6a1f,25,1,0.04,control
Gallego,USER_011477103a,25,0,0.0,control
Gallego,USER_f4d0059e31,25,0,0.0,control
Gallego,USER_5adae5633a,25,1,0.04,control
Gallego,USER_d9745dadea,25,0,0.0,control
Gallego,USER_f8261ffa11,25,0,0.0,control
Gallego,USER_f21c2868f2,25,0,0.0,control
Gallego,USER_0a9dfa430a,25,2,0.08,control
Gallego,USER_1015ee5a66,25,0,0.0,control
Gallego,USER_2dfdb6181d,25,0,0.0,control
Gallego,USER_07e41c02da,25,0,0.0,control
Gallego,USER_56fc2ba40f,25,0,0.0,control
Gallego,USER_401a2665e5,25,0,0.0,control
Gallego,USER_25632cf3ea,25,3,0.12,seleccionado
Gallego,USER_31feeb8bd7,25,0,0.0,control
Gallego,USER_f5d4aa1de6,25,0,0.0,control
Gallego,USER_44a40c71fc,25,2,0.08,control
Gallego,USER_054e673b9a,25,1,0.04,control
Gallego,USER_0bc590e8e7,25,0,0.0,control
Gallego,USER_9abace8b79,25,1,0.04,control
Gallego,USER_70f95a711a,25,0,0.0,control
Gallego,USER_e0ddd34479,25,0,0.0,control
Gallego,USER_d5413ab681,25,0,0.0,control
Gallego,USER_b266ea5d13,25,0,0.0,control
Gallego,USER_66d8df214f,25,0,0.0,control
Gallego,USER_e538b2f5b2,25,0,0.0,control
Gallego,USER_4ef7d3758b,25,0,0.0,control
Gallego,USER_d0acff4ba3,18,0,0.0,control
Gallego,USER_1d1bf47eb4,25,5,0.2,seleccionado
Gallego,USER_a278783f3e,25,0,0.0,control
Gallego,USER_745463dd04,25,0,0.0,control
Gallego,USER_191b152a8d,25,0,0.0,control
Gallego,USER_cc8c33c28e,25,0,0.0,control
Gallego,USER_ca16a0263f,25,0,0.0,control
Gallego,USER_47eead28ae,25,0,0.0,control
Gallego,USER_44a984e559,25,0,0.0,control
Gallego,USER_3ed36811f4,25,1,0.04,control
Gallego,USER_649318253f,25,0,0.0,control
Gallego,USER_318d56cdec,25,0,0.0,control
Gallego,USER_751effc3d9,25,0,0.0,control
Gallego,USER_09a84e6a44,25,0,0.0,control
Gallego,USER_1138e8d58c,25,0,0.0,control
Gallego,USER_9910132cfb,25,0,0.0,control
Gallego,USER_04be2a1856,25,5,0.2,seleccionado
Gallego,USER_64710a79d7,25,0,0.0,control
Gallego,USER_13a6afc4c3,25,0,0.0,control
Gallego,USER_dd06d4a78f,25,0,0.0,control
Gallego,USER_8d8567181b,25,0,0.0,control
